ID,reviews
29,"Very efficient service with a line out the door. They hand you an orange ticket to enter and will write down your order in it. To leave, everyone must have a ticket. Counter service has at least 6 servers with your meal. Take it to go or have a seat on your own. Otherwise, full service is available in the back. Quick service and easy check out at the exit. "
30,"The sandwiches were amazing. The pastrami sample at the counter was hot and juicy. Once at the table, it's a little less warm but still great. One sandwich is easily shareable between two since it's monstrous. The pastrami is juicy, flavorful, and with a great smoked flavor. It really melts in your mouth when it's hot. The corned beef has a salty, smoked flavor with a chewier texture. "
31,The soup is comforting on a cold day with the matzo ball soft yet a mix of doughy and chewy texture. 
32,Absolutely will be back. Unforgettable taste that is unmatched anywhere el
33,If you're ever wondering if it is worth it to try the famous Katz's - I *highly* recommend that you do!
34,"We got lucky and there was no line outside the restaurant. Inside there were a lot of cooks so we were able to only wait a little and got our food and sat down. Got the pastrami sandwich with cheese on rye. So delicious, soft, tender, and did I mention delicious?!"
35,"Felt like the true NY experience, coming from a New Yorker herself. Definitely would come back to try the Reuben, but overall a good experience! Come hungry!!!"
36,The hallmark of pastrami sandos. Go here even if you're vegetarian and on a low carb keto diet. It's simply worth it. 
37,"From the dynamic nature of the ordering process, to the moment you pick up your tray full of juicy sandos, sides,  and of course --- fresh made pickles-- You're gonna be in heaven for at least an hour. "
38, I'm not a huge sandwich gal- but this is more than a sandwich; it's an experience. We go back every-time we visit from San Francisco. 
39,Ps: for those that do like pastrami.. it's gonna come STACKED. Enjoy but be ready.
40,"There are few places that are worth the hype, but this is one of them. The pastrami sandwiches are to die for - juicy, flavorful, fatty. Complimented perfectly by the mustard and the pickles. It's $25 per sandwich, but when you see how much meat they give, you'll see why - one sandwich can easily feed 2 people. Their hot dogs are also on point. "
41,"A warning for first timers - DO NOT LOSE YOUR TICKET, even if it is blank!! When you enter, they give everyone a ticket to mark your order on. You get your food, eat, and pay at the door (cash, though they said they have card in the back?). I almost threw my ticket away, because I didn't order anything... but thank goodness I didn't, because they wanted to see it when I exited! Turns out there's a $50 fee if you don't have a ticket... just a head's up!"
42,Pastrami on lock! So good that I inhaled it before I could take a picture. Noodle Kugel also somehow disappeared before I could do the full food spread photo shoot. Oh man - I will just have to go back 
43,"Also, the guys behind the counter had me dying. "
44,"Guy 1: ""Noodle Kugel!"" "
45,"Guy 2: ""I'll give you a Noodle Kugel."""
46,"Guy 1: ""Nick! It's me, Nick."""
47,"One of the rare places where they call me ""Sweetie"" and it warms my heart. "
48,Also - all bathrooms should have a rainbow neon Mazel Tov sign above it. Just saying.
49,The infamous Katz where many celebrities come visit. I can see why! 
50,1. The meat portions are huge!
51,2. You get extra pickles and cucumbers.
52,3. Mustard is fire. 
53,4. Workers are friendly. 
54,5. It just tastes delicious! 
55,"Be prepared to wait in a long line, but goes very quickly. It took about 20 minutes on a Friday afternoon. To dine inside, you are required to show vaccination card. Recommend for people who are visiting or craving pastrami. It's pricey, but it can be two meals. I only shared half of one. Yummy!"
56,This place is definitely pricey but there's a reason it's one of the most reviewed restaurants on Yelp! It's completely worth the hype and everyone visiting New York should check it out at least once.
57,My friend and I came on Sunday around 5 pm and there was a line out the door. We got in line and was let inside after ~25 minutes. They give you a ticket when you first step in. Make sure you don't lose that ticket! You need it to pay when you leave.
58,"Once it's your turn, you're directed to a numbered window where you place your order. It was my first time here, and I was curious about their pastrami and corned beef, so we shared a two meat combo sandwich with those two meats for $26.95. Definitely the most expensive sandwich I've ever had in my life."
59,"While we were standing at the counter waiting for our sandwich, our cutter gave us some trimmings to snack on and OMG the pastrami was amazing. I've never had pastrami before and didn't know what to expect, but it was super soft and flavorful and almost melted in my mouth. Based on this small taste, I knew I was in for a treat with the full sandwich."
60,"I've seen the pictures, but seeing the sandwich in person with 10x more meat than bread is really something else. I was in meat heaven the entire meal! The pastrami was out of this world, and the corned beef was really good as well (and a bit on the lean side, there was no visible fat on our slices). We had been eating all day and couldn't finish our sandwich, but we brought the leftovers home and they made for a delicious and meaty meal the next day :D"
61,"We were in and out of there within 45 minutes, which wasn't bad at all given the long lines outside when we first arrived."
62,"Yes this place is overpriced, but do yourself a favor and give their pastrami a try. You won't regret it!!"
63,"We're so glad to hear that you and your friend enjoyed your first visit - we love making new fans. And if you ever want to try dodging the crowds, drop by at an off-peak hour: breakfast, between lunch/dinner or after the dinner rush. Hope to see you back again soon for another pastrami fix!"
64,I've been here before but didn't get the pastrami sandwich and I can safely say that was a mistake! My girlfriend and I came here and were able to get our food within about 20 minutes. We shared a pastrami sandwich with cheese and mustard and it was perfect. The meat is juicy & tender and the bread was very soft. Everything just melts in your mouth. We both had a great time here and Katz's is not just a tourist location. The food is great and you have to try it if you haven't! Bring an appetite.
65,My fiancée surprised me by taking me here I've been in NYC over 40 years and never ate here
66,All the stories are accurate the sandwiches are delicious mustard outstanding and the meat is enough for 3-4 sandwiches wouldn't finish it
67,Keep up the great work
68,"Katz's has been on my New York food bucket list for years now and the hype from food network, reviews and friends did not disappoint! I joined the line outside the deli around 12PM and only had to wait about 15-20 min to get inside, order at the counter, receive my food to go and pay. Despite such, my main takeaway is go early! Once I got out of the store, the line was down the block for the lunch rush. "
69,"I ordered the pastrami on rye with pickles on the side and it was juicy, soft and well balanced! This simple sandwich is delicious and is a true testament to how well katz's cooks their proteins. "
70,"Portion wise, this sandwich is definitely enough for two servings(or 1 if you are really hungry). I shared with my friend and eating half was just the right amount for each of us. "
71,"Next time, I am excited to try the corned beef and latkes."
72,TLDR: Best Pastrami I have ever had. Must have when I visit NYC.   
73,"I had their Pastrami Sandwich ($25) was rich in favor, well balance with the pickle, and great with potato latkes.   "
74,"As someone who grew up in Southern California, my own experience with pastrami was from The Hat in Alhambra.   "
75,Katz's Sandwich Package for 2 comes out at $65.  
76,Includes: 
77,* 2 pastrami sandwiches 
78,* Full sour & half sour pickle spears 
79,* Steak Fries 
80,* Cole Slaw 
81,* 2 beverages
82,"there are many reasons to go to Katz's Delicatessen. most people say for the humongous deli sandwiches stuffed with brisket or pastrami or turkey...and trust me those deli sandwiches are great, but probably the one reason i go is mainly for the phenomenal grilled hotdogs--an "
83,"all-beef dog. the hot dog is amazing bc of many characteristics: the char from the hot grill, the signature snap of the hot dog casing when bit into; the actual inside of the hot dog is spice-seasoned and salted perfectly; and the soft roll. throw a heap of sauerkraut and mustard--and you got the quintessential NYC hot dog. a Katz hot dog works both as a quick on-the-go eat in downtown NYC OR as an appetizer to an endless meat-filled meal within Katz's. the grill folks know their stuff--tip them well at their station when they serve you your food. Katz's hot dog, $3.95 + tax + tip. "
84,"Katz's is as much an experience as it is a place to load up on delicious fatty calories. so if you haven't been, then go at least once. "
85,drops mic cuz the food is deli/icious 
86,i out
87,zzz
88,What an experience. And what a long line. Lol. We visited on a Saturday around 1p. From joining the line until we were seated was about 30 minutes. Which really could be worse. Especially because I'm assume COVID totally changed and condensed their seating layout. 
89,"Hubby and I got the Reuben with the meat combo. And an order of potato pancakes. I'd skip the pancakes next time. They had nice seasoning, but I prefer crunchy potato products myself. Lol. So pairing them with the complimentary pickles actually was delicious. But the meat here is where it's at. The bread wasn't special, but the meat was by far the most tender of that cut and style I've ever experienced in my life. Also, the sauce and sauerkraut that come with the Reuben was very nice with an unexpected flavor - maybe a little sweet? "
90,(We also tried my brother-in-law's order of fries - skip them! Not crunchy and totally under seasoned!)
91,"While we were there, I saw an order being picked up for grub hub. Now that I've done the in person experience, I would totally just order a Reuben through them next time! Lol"
92,"The BEST pastrami I have ever had!!! I mean, the sandwich is HUGE. I got a half with matzo ball soup (which you cannot find in NC!) and it was so much food! They bring a plate of all kinds of pickles while you wait. The staff was super friendly. It was the best sandwich I have ever had, I recommend making a trip if you are ever in NYC!"
93,"I'm from Southern California Native , so when I came here I had super ultra mega high expectations, based on the movies this has been in, me and my friends waited outside for about 20 minutes. "
94,We got the pastrami sandwich and some hot dogs 
95,"Let me tell you the hype is real, the pastrami is so tender it melts in your mouth , and the hot dog was amazing also I left super full"
96,"Came here for lunch on Tuesday and decided to do table service for a change. The easier was friendly and helpful. We each ordered the pastrami sandwich (3 total).  We had a perfect view of the prep area and saw the guy pull out a slab of pastrami and slice the meat for 2 sandwiches prior to us ordering. Unfortunately, he just left the meat on the cutting board uncovered and getting cold.  The waiter took an order from another table just before he took ours.  I saw the prep guy take the now room temparuture and dry slab of pastrami and slice it for 4 sandwiches - 1 for the table before us and 3 for us. Luckily, the pastrami was cooked well enough that it started out nice and juicy (have eaten here many times before) and so even though the meat sat out a bit, it was still tender albeit not as juicy."
97,"I almost gave 3 stars. For sure I will not do table service again because there is too great a chance for a cold, dry pastrami sandwich."
98,I wanted the rueben but the reviews made me decide to go with the pastrami. I thought this set up was confusing especially as a new customer and the people behind the counter were a little unapproachable definitely the new york city deli from a movie vibe. 
99,The sandwich is definitely big enough to share. 
100,I wasn't impressed by the sandwich ‍ it's not something I would recommend or eat at again. 
101,I read that the lines can be very long so I went as soon as they opened and there wasn't a line.
102,"As I was waiting in line, some guy walked by and said katz was for the tourist. Do less bud. You can say what you want but you don't stay in business for over 100 years with trash food."
103,Food was on point. Some of the best pastrami and brisket I've ever had. Didn't care too much for the tongue but it's something you have to do. It's also not that expensive if you do it right. Get the three platter and split it if you have a few people. It also comes with a decent amount of pickles and some nice rye bread. Make sure you have your tickets on the way out otherwise you get the base charge per person.
104,So this whole experience is a very iconic NYC sandwich spot. The classic pastrami sandwich here is bomb - massive portions and super tender meat. SO GOOD!
105,"You walk in, get a ticket (make sure not to lose it since this is how you pay and they collect it when you leave!), stand in line, order, they will let you sample the meat while they are making your sandwich, then grab your food and head to the table, eat and pay after you're done. "
106,The photos around the deli are awesome. Mike Tyson and Ben Stiller and his parents were my fav haha Def worth a visit while in NYC!
107,"I think you really go here for the experience and it is a unique NYC one.  The corned beef and the pastrami are piled high and deep and very good.  Since it is in part a tourist destination expect crowds.  You will also have a chance to explore the lower east side,  I did not leave hungry but I certainly enjoyed their stiff pickles."
108,Never have I ever had a sandwich this thick or this good! I found out about this Delicatessen from my brother who had planned to go to New York a few weeks later then me. He mentioned that they had really good sandwiches but he didn't tell me it'd be this huge... I think the sandwich had close to a pound of meat ... I could be wrong but there was SO much meat that I could hardly even finish half the sandwich. 
109,I also thought that the two types of pickles were very unique. I've never tasted pickles like these before. The first type wasn't sour at all.. just salty. And the other pickle was a dill pickle but it didn't taste like a regular dill pickle in my opinion. 
110,"Overall, the experience was great. Despite a crowd inside, the like moved fast and the food came out quick. I recommend that you come early to skip the line out the door. And if you're not sure what sandwich to get, ask for a sample of meat!"
111,If you're in NY Katz is a go to stop. This is heaven for you meat lovers! They give amazing portions of their meat and aren't shy with the pickles if you ask for extra. You'll definitely be over stuffed or have leftovers. 
112,"The pastrami on rye is the perfect pastrami sandwich. The meat is tender and has the perfect amount of flavor. This place is loved by the locals and visitors. The lines can get long, but the wait isn't bad at all!"
113,What a wild place. 
114,Seventeen different directions and they want more. 
115,I think that I had NO idea what to order. I did get bologna but it's not the kind my mom made me. 
116,See photos
117,The place is huge and they run around but the servers know everything like the back of their hands. 
118,Our server sniffed out that I couldn't handle that much bologna so she made a swift suggestion for my old bones.
119,"I liked the fries, too. I think I would struggle to eat here daily though."
120,housed an entire pastrami w/ mustard here last night. literally zero regrets. hope it happens again very soon
121,Man ole man.... This place definitely looked like a place I would typically just walk past and never think twice to try. The signage is older and it looks like a little hole in the wall mom and pop shop. But I had heard about how great it was and wanted to try it. I order the classic KATZ'S REUBEN. Since it was my first time visiting I got it exactly how the line cook suggested... fully loaded! And mannnnnnnn oooohhhh mannnnnn was it bursting with flavor! My tastebuds were dancing with joy. The meat was so juicy and tender. The cheese was extra melty and warm and my bread was toasty but not stiff (they don't usually toast the bread. He makes his this way so he did mine like this). It came with pickles on the side as well. The sandwich is big enough to feed two people especially if you get the sides they offer. 
122,I have no complaints about the food. 
123,Side note: Since this place is famous you may want to pack your patience. The line was longgggg... like very long. Once you get to the door they give you a pink ticket that you take to the counter with you and hand to the sandwich maker. They make a mark on everything you ordered and then you take it to the cashier. I waited about 45 minutes just to get to the door. I ordered my sandwich to go because Covid-19 is still the boss of us right now and if you're not fully vaccinated (like me) than you can't dine there.
124,"We're so glad to hear you enjoyed your first visit - there's nothing we love more than making new fans! And though we do often serve a full house, sometimes you can have luck dodging the line by stopping by at an off-peak hour: breakfast, between lunch/dinner or late nights on weekends. Hope to see you back again soon - the pastrami only gets better the second time around!"
125,"So Katz is an institution. How can you not, if you're near by? The scene from the movies 'When Harry met Sally' is immortalized with a sign ""Sally sat here - hope you're having what she had"". "
126,"Stand in line on the sidewalk a few minutes. When you walk in and after showing proof of vaccination, you are handed a small pink ticket. Stand in another line, and wait your turn for one of the many plexi-glass divided 'cutter counters' to order. Order your beverages here too, or get in another line for those near the end of the counter. Each time you order, hand your pink ticket to the associate and they will write down your total due. Tap water is free along the back wall of the dining room."
127,"There are plexi-glass dividers throughout the dining room, but not between every table. Seat yourself where ever you can find an empty table. If dirty, someone will be along soon to clean up. They are in constant motion bussing tables. Napkins, salt & pepper, ketchup and mustard are on the table."
128,"We shared a Reuben and it was still way too much. The pastrami literally falls apart. A bit salty for my tastebuds, but there's water. The thousand island dressing is heavy on the pickle, the swiss melted and a nice layer of kraut between meat and cheese. This was a fork and knife sandwich for us. Two kinds of pickles come with the sandwich and for me the brighter green is more crisp and how I think a deli pickle should taste."
129,"When you are through eating, take your pink ticket to the cashier at the end of the counter. If you have an unused ticket, you must keep that one to exit w/o being charged. The cashier will staple your tickets to your receipt, which you show to the door staff before you exit."
130,"The dining room curves around the end of the counter, and there is a small, dark dining room past the men's room if there is no other tables available, or you just like to be away from the hubbub. Ladies room is past this small dining room. Just keep going until you can't go any further."
131,"Price for a sandwich seemed really high, but 1 sandwich is really enough for two people. I'm glad we split one. "
132,Best pastrami I've ever had. 5/5
133,"The bread disintegrated under the reuben, the reuben was a bit too sloppy for me. 4/5"
134,"For full context of this review, I suggest you also read my review of Langer's Deli in Los Angeles and their famous number 19 sandwich."
135,"I understand that Katz's has been around since 1888. I understand the long history it's had in the lower East Side. I understand the boy salami and army saying. I get all of that. I get that their Pastrami supposedly is the holy Grail of sandwiches. And, In it's own, it's pretty good."
136,"Everybody loves nostalgia and sort of hates when you go to a place that is supposed to be the best around and it doesn't live up to your expectations. Well, that was Katz's. "
137,"First, the good stuff. I have and always will love the atmosphere. It makes you feel just like you did back in the day. They don't spend money on anything there other than making the food great. The floors have cracks in them, the menus (except the prices of course) haven't been changed in decades. But, that's what makes this place charming."
138,"Now, the critical stuff. The pastrami is fatty, greasy, and just sort of lays in you. Langers serves their sandwiches on a dense, crusty, double baked Ryebread that is incredibly tasty and substantial enough to hold the sandwich together properly. The bread here is flimsy and more importantly, doesn't have much taste at all. In fact, it doesn't even look like rye bread."
139,The battle for supremacy in pastrami sandwiches wasn't even close. If you were looking for the best pastrami sandwich you have ever had. Visit Langers deli in Los Angeles and order the number 19. 
140,"The pickles here were fantastic. And if I'm back on the lower East side again, I'll try the turkey."
141,"If you're going to New York and you're not getting a pastrami sandwich at Katz's, you're missing out on a quintessential must. "
142,"I knew that this had to be the first stop on my food-based trip and it did not disappoint. I knew about the extremely long wait times here so I utilized their online takeout option to maximize my time. By the time I got off the subway and entered the restaurant, my sandwich was ready to be enjoyed. "
143,"There's no air conditioning indoors but luckily there are some outdoor tables on the side of the restaurant for you to eat your takeout. Though the sandwich costs $28, it does come with a side of pickles and mustard as well. Enjoy at your own pace!!"
144,"The pastrami was as thick and juicy as I expected it to be and before I knew it, my half was already down the hatch. The boyfriend and I split this sandwich because it was just the first stop in our own curated food tour but if you've worked yourself an appetite it is definitely possible to inhale one sandwich on your own. "
145,"My only regret is that I didn't try other specialties here at Katz's, but if it was my last day on earth I'll say I can die a happy woman knowing I finally got to taste the ever so popular pastrami sandwich at Katz's. "
146,(48/100--2021)
147,"We're so glad to hear you enjoyed your first visit - there's nothing we love more than making new fans! And if you're ever craving a cross-country pastrami fix, we do offer free two-day shipping on all orders over $100. Hope to see you back again soon!"
148,"No words. Some of the most choice pastrami I've ever had. Pickles are house made and were perfectly crisp. Came here as soon as they opened which was a total pro move. Absolutely no one in line. Once you come in, you are handed a ticket to pay for your meal afterwards. It's very important you keep this with you at all times. I wasn't able to finish the sandwich on my own because the portions are huge. Come with an appetite. Bonus points for all the memorabilia all over the interior of the restaurant. A true American establishment."
149,"As tourists in NYC, this was one of our favorite NYC experiences. We had no idea what was going on and we loved it. I loved that you get to go the counter and have a personalized experience while they make your sandwich. My boyfriend originally wanted roast beef but the cook said that you don't come to Katz's and get roast beef, you come to Katz's and get pastrami. So they gave us some to try and convince us they were right (a hefty portion). It  was so good it melted in our mouths. I got the reuben which was also delicious, and comes with cheese and pickled cabbage. Each sandwich is massive (and decently expensive), I would recommend getting one to share between two people. Each sandwich also comes with PLENTY of pickled cucumbers, yum!"
150,"You need to get the reuben with pastrami! Super juicy, thick, and the meat so soft! I was worried that this place was gonna be overhyped. The sandwich in the pics looked a little...dry? Just bread and meat. But i was impressed! I decided to get the reuben because of the extra sauce and sauerkraut. Would go again for this sandwich! "
151,The line moves pretty quickly and it's likely you'll find a table to sit at inside. They have their system down!
152,Finally made it to Katz! It had been on my list before moving to NYC and is known far beyond NYC if you're a deli/pastrami fan. 
153,"Vibe: 4/5 - super unique and cool spot. Lines are a bit hectic but it did move fast. Tickets to get in and out make it weird and confusing so just listen to the front door peeps. You walk in and see a giant deli counter with a ton of options. At the counter, someone takes your order and offers you a slice of meat as a sample - perfect teaser for the meal. Lots of indoor seats and few outdoor seats. "
154,"Food: 5/5 - As many mentioned prior, they're known for Pastrami On Rye, I added some mustard to spice it up. The pastrami fueled me after a long day of running errands - warm, salty and melts as you eat it. Definitely some of the best pastrami I've had and tells you why they're so famous. $20 for a sandwich is hefty, but very easy to split the sandwich and be content. They have a variety of other sandwiches and stuff to try if you're adventurous or try it more often. "
155,I will 1000% be back. Want to try the Reuben next time around and figure out what egg cream is.
156,"To this day best pastrami I've tried!  It's about $30 bucks a sandwich now, which is a lot but you could definitely split it and still be satisfied, especially if you pay the extra dollar for more pastrami.  They give a few pickles on the side too.  Messy but definitely worth it!"
157,"I had really high expectations for the pastrami sandwich on rye but I ultimately felt like it didn't live up to the hype. It was a solid sandwich but I don't think there was anything special about it. There was no much flavor and I honestly felt like the meat was super dry. For $25, I'm happy I tried it but most definitely will not be coming back."
158,"We're so sorry to hear you had a disappointing experience - we take quality very seriously, and never want any customer to be less than thrilled by their meal. Thank you for your honest feedback, and please feel free to call and speak to a manager anytime!"
159,I went around 8:30pm at night and waited about 20-30 mins in line for the the pastrami sandwiches ! 
160,They are some tasty sandwiches and the pickles add a little kick and tang to the sandwich. 
161,"I low key  feel like they could probably have a more organized process, but I'm sure they have thought of everything... as they've been open for a long time. "
162,But overall I think worth the price and time.
163,Stopped here on a Saturday for lunch and really was craving a pastrami sandwich. There was a line upon entry and I will say the line did move quickly. Luckily a woman came by while in line and asked if anyone wanted table service which we took. 
164,If not you'd wait in line then hope to get an open table which isn't easy and if no tables were empty you'd just stand around. 
165,At any rate - sat in the back and ordered a pastrami on rye and a chocolate egg cream. We also got fries to share. 
166,"The pastrami sandwich was huge - and at $24.95 I would hope so. When in Rome - but yeah it can be pricey if you're not from NY area. Sandwich was so damn good - succulent cuts of pastrami, mustard on the table and the fries were thick cut flat wedges. "
167,"Really good - egg cream was ok, but this was the type of meal that can shut down your organs if you aren't prepared mentally and physically. Yes - that's being tongue and cheek. "
168,Really good overall - would recommend hopping subway and heading here
169,"We're so glad to hear you enjoyed your meal! And though we do often serve quite a full house, sometimes you can have luck dodging the crowds by dropping by at an off-peak hour: breakfast, between lunch/dinner or after the dinner rush. Hope to see you back again next time you're in town!"
170,We thought this place was pretty great.  It wasn't cheap but then again we really should have SHARED a sandwich because it was HUGE! We left with half of each sandwich and all the potato latkes to eat later.  
171,Watching the sandwiches be prepared by the expert cutter who was cutting the pastrami from the freshly roasted meat.  You really can't beat that.  It's a 'rustic' interior. It's definitely holding onto its authentic character! We were there early and were happy you could get the whole menu even in the morning-- so reubens for breakfast!  You could tell they have things optimized for much larger crowds and busier times but we were happy it was slow when we were there because you do order at the counter so it's a little overwhelming if you don't know what you are doing/wanting.
172,The matzoh ball soup was just as great as the sandwiches!  If you like this kind of food it's definitely terrific!
173,"I've heard the story and read all the reviews.  Speaking as a former deli man I will tell the truth folks.  There are few things in life that live up to the hype.  While I was super excited to be there and wait in the fast moving line, I felt that there were things that let the total experience get slightly tainted.  BUT, still gave it 4 stars.  The force of Pastrami is strong!!  "
174,Hands down the best Pastrami I have ever eaten.  No question about it.  Turkey was house made and very good.  Brisket had nice flavor but waitress must have forgotten to bring the gravy. It really needed it.  Corned beef was disappointing with respect to the taste but it was plentiful and fairly lean with just enough fat to keep it interesting.  Tasted more like Irish seasoning than traditional Jewish taste.  ( Harolds Deli Corned beef was better). 
175,"Coleslaw- fair. Honestly was expecting better.  I'm a coleslaw hound and I wouldn't order this again.  Sorry folks.  When in Chicago enjoy the best slaw you'll find anywhere at Original Bagel in Buffalo Grove, Il.  And No, I don't work there.  "
176,Pickles- very good. Lots of 'em too.  New and half sour.  Even some picked tomatoes in the mix.  
177,"Potato Knish- smaller that it should have been, ok taste but I'd not order it again here.  Get one down the street at Yoni Schimmel's if ya wanna know. "
178,We should have had the steak fries as I wanted them but the group wanted latkes and knish instead.   Mistake.   Always listen to the old deli man guys.  
179,Latkes- very good. Taste was better than good but if ya wanna get the sexy golden crunchy latkes head to Manny's in Chicago. 
180,Rye bread- total fail.  Where were the seeds?  The stuff looked like off white bread.  Too soft and not chewy on the crust.  Oy gavalt!  
181,"Hint, have waitress service so you can get the best of the best when you are new to the place. We sat and ate like kings.  No rush and easy group suggestions to follow.  We had 2- 3 meat platters for the table of 6.  Several good eaters."
182,"Always a line for this place, but it's easy to see why. The pastrami sandwiches here are absolutely amazing. Just the sight of the meat mountain will make you want to take a step back and smile as you marvel at its awesomeness. I was able to get in a little later just after the big dinner rush around 8:30PM. The line at the time was short enough to get me right into the restaurant for a ticket, NOTE: DO NOT LOSE THE TICKET. Even after getting my ""golden"" ticket, there was about a 10-15 minute wait in line inside for the sandwiches. The ticket is what they use to document all the food you've been ordering in the establishment. IE, you order fries, they write down an order of fries on your ticket. You'll take this to the register before you leave to settle your final bill. "
183,"It's fair to note, there are multiple stations for the sandwich orders only. If that's not what you're looking for, they have their grill station (for items like hot dogs) on the far right where there was literally no line. You can get beer on tap at the grill station as well. On the left side of the sandwich stations you can order sodas and side items like fries. "
184,"Pastrami Sandwich - This meat mountain is ginormous. It's big enough for at least 2 people. You could probably just take some of the meat out of your half. IF you were sharing, and make another sandwich too. I got mine with just the mustard, though I've been told I ordered it wrong from some local friends that swore you needed to order it with the sauerkraut. Regardless, just the mustard and pastrami on rye was amazing. The pastrami had a good cook to it, it was soft and broke apart easily as you been into it. It was never a battle to chew it, but it was definitely a war to try and finish an entire sandwich on your own. The sandwich as of October 2021 carried a hefty price tag of $24.95. Lots would say that's a pretty hefty price, but when you consider the amount of protein packed into a single sandwich, that's about a typical pound of good Texas BBQ in that sandwich for a similar price tag. It's definitely worth it. Share a sandwich with a friend. It'll be enough. "
185,"Pickles - Giving the pickles its own review because they're just that good. They give you two types, one that is fresh (Basically just cucumber) and the traditional pickles cut lengthwise. These go so well with any of the sandwiches you order here. It's nice to have that vinegary taste of a cucumber to help cut through all the amazing fatty goodness of all that pastrami or protein you're eating. They give a very reasonable serving of pickles here for your order. "
186,"Everyone at the establishment is friendly and respectful. Good eats and good people make for a great time. People say it's a tourist attraction and it probably is, but the food itself is worth it. Amazing being able to enjoy some quintessential New York eats in one of the oldest delis around while admiring images of many of the famous customers that have been at the establishment."
187,"Another iconic spot to visit when in nyc! When we arrived around lunch time there was a short line out the door. When you reach the front a staff will direct you inside, if your party wants to indoor dine proof and vaccination is required. After they verify your ID and vax card you are given a ticket to carry around while eating which will be collected when you leave. "
188,We ordered the hot pastrami sandwich which came LOADED with meat. The pastrami was salty and falling apart by the bite... wonderfully tender and delicious. With a dab of mustard you could not ask for a better bite. We also tried the corned beef which was also wonderfully tender. The beef was barely being held together due to the tenderness of the meat... that being said the meat had a legoy experience. Not in a bad way but in a way that you could feel the individual groves in the meat which was a new experience for us. 
189,"The potato latkas came crispy and in large disks. Easily sharable and fun to dress in apple sauce, sour cream, mustard or even ketchup! The inside had no noticeable potato chuncks but that made for a fluffier taste. My favorite pairing was a bite of pancake with a dab of mustard... Can you tell I am a big fan of their mustard :))"
190,"We're so glad to hear that you enjoyed your first visit - there's nothing we love more than making new fans. And if you're ever craving a long-distance pastrami fix, we do offer free shipping on all orders over $100! Hope to see you back again next time you're in town."
