,Cuisine,City,Review
313,Mexican,San Francisco,"I came to the Mission for an authentic burrito and Farolito did not disappoint. Despite being one of the best known places to get Mission burritos, it wasn't swamped like others on the street. Everyone else's mistake! It's a no frills kind of place, but they have so many options and can work around different dietary needs. The burrito was *excellent* and easy to handle, my tortilla didn't bust and I didn't have sauce running down my hands like it would at other places. The kicker? They have a hidden patio at the back with a bunch of seating options that are well-spaced out. No need to eat indoors or on top of someone else.  If you're looking for THE Mission burrito, go no further."
314,Mexican,San Francisco,"Went for a quick bite after arriving in San Francisco. Â Ordered the Regular Burrito with Carne Asada to go. Â It was bigger than I expected. Â I went with regular because there was no cream or cheese. Â It really hit the spot. Â The meat was full of flavor and tender. Â I would definitely go back. Service was very fast. Â BTW, cash only."
315,Mexican,San Francisco,"Late night lifesaver or a day chill snack, this is where it's at  Central location in the mission close to Dolores park as well as bars/ nightclubs serving good quality burritos and quesadillas.  PRO TIP: Cash only  Food: Super burrito Carne Asada- 3/5 : Nothing too special about this burrito and thought it was a little dry. The sour cream was a welcome addition Super Quesadilla Carne Asada- 5/5: Fantastic and juicy quesadilla with all the super toppings. Favorite thing on the menu  Location- 5/5:  Right on Mission St next to all the big attractions of the area, great spot to pick things up to eat to go  Ambiance- 3/5: Nothing too special to how the place is set up or looks inside but that's not why you're here in the first place"
316,Mexican,San Francisco,"El Farolito Ratings: 3.8/5  Food: 3.75/5 - Ordered four tacos: shrimp, al pastor (marinated pork), carne asada, and chicken. I think on the menu it says flour tortillas, but I think we got corn tortillas instead, and was not a big of corn tortillas. I think my top two favorites were the shrimp and the al pastor, super flavorful, fresh, and tasty. I would say to eat it quickly, but the proteins are super juicy, so my tortillas got soggy real quick. The chicken and steak were both tender, but wasn't mind blowing, I had better tacos before, but their homemade sauces were pretty decent. Staple in Mission area, so need to go try it out at least once if you are in SF.  Ambiance: 3.5/5 - Nothing special or unique about the interior atmosphere. Super hole-in-the-wall Mexican place in Mission. Looks like it needs some serious renovations, but the ambiance/atmosphere isn't why the reason you are here, it's for the food.  Price: 4/5 - Reasonable price I guess for the portion. The tacos are $3.25 each before tax. Similar to other taco places.  Service: 4/5 - Staff was friendly and service was fast. Keep in mind that there was a wait and long line, but the staffs are still doing a pretty good job serving us.  BLUF: Make sure to come with a big appetite, their portions are huge and perfect for late night cravings and if you are drunk. This place is cash only, so make sure to have cash."
317,Mexican,San Francisco,"On a Monday tour of the Mission with visiting friends, I had two burrito places that were on SF Chronicle's Soleil Ho's ""Top Burritos in the Bay Area"" list targeted for lunch. The decision was made easy since our first choice was closed on Mondays so we headed to El Farolito. I did not realize that there were 12 locations around the Bay Area with this being the original that was opened in 1983. Â This location again has made SF Chronicle's Top 100 Restaurants list. Arriving around 12:30pm, there was a line out the door. With a large menu above the counter, I knew I wanted to get a burrito and went with a regular al pastor burrito. After you order, you wait off to the side for your order number to be called. If you want to eat in, there are six tables in the main room and about ten tables in a back patio area. My regular al pastor burrito was large and was filled with tasty al pastor marinated pork, rice, pinto beans and salsa. Delicious! The order also came with chips and two salsas, red and verde. Â At $7.75, it's a deal that's hard to beat. This is a basic no-frills place where you get your food and take out or enjoy on the premises and be on your way. Being open from 10am to 1:45am, this is a place where regulars to tourists to the late night crowd can stop by to get some tasty food."
318,Mexican,San Francisco,"Doesn't look like much when you walk past, but this hole in the wall has the BEST quesadilla.  The Superhero (5/5): The super quesadilla is a lifesaver for anyone who's super hungry. It's basically a two in one so you can easily split with someone. There's the perfect ratio of carne asada, avocado, sour cream, and cheese. We also tried the burrito but it really wasn't much compared to the quesadilla -- that's really the main thing to order.  The Sidekick (5/5): The salsas add some flavorful nuance but is probably needed more for the burrito which is a little on the dry side. The agua frescas are also very refreshing and complement the savory food well.  Ambiance (3/5): Skip dining inside and take your food to go to have a picnic at Dolores! It's also cash only.  Hot Tip: Lines can get pretty long around meal times or late at night from the nearby bars and nightclubs. There's usually little to no line if you go in between meals (like 1-3pm)."
319,Mexican,San Francisco,"I don't know if it was a fluke of a day or what, but this was one of the most disappointing taco experiences I've ever had especially for one of the most popular places in SF! All the meats we tried were dry and bland (carne asada, carnitas, al pastor) and the salsa was watery and not flavorful at all. I seriously have no good things to say about this experience except the portion size was good, but overall, I don't think I want to come back for another try."
320,Mexican,San Francisco,"Since I first found this place during my undergrad at Cal, I have been coming here for years. Late night post concerts or just a meal to grab with friends - it always hits different. Remember to BRING CASH!  The texture, flavors, price point...everything about El Farolito is just yummy + great memories with it too! Since the pandemic, they have created an outdoor patio seating area that is comfty and shields you from the wind outside.  I always get the Super Quesadilla with Carne Asada but finally tried the tacos today. They STACK it with so much meat and it's unbelievable how affordable the prices are too. We got 4 tacos and a super quesadilla + 2 waters for $23.  My friend and I demolished everything in 15 minutes after my 10 mile workout, but needless to say...it was YUMMY and will forever be my secret spot."
321,Mexican,San Francisco,"BEST MEXICAN FOOD!!! BRING CASH!  The only place where there is enough flavor that you do not need any sauce and there is a generous amount of meat + it is never dry!  Whether you are taking a friend here, on a date, want a meal after clubbing, craving Mexican food, or whatever occasion.. you will be blown away with how much and how flavorful their quesadilla suiza is. It's only about $9 and I always have to share half with someone else or eat it as another meal.  This is the only place where I don't have to really use the sauces that come with the entree because the carne Asada is already so flavorful and pungent. Everything is paired so well, and nothing overpowers anything. There is also a generous portion of meat and in general, a large meal for the price point.  During Covid, I grabbed this as takeout and went over to Mission Dolores to enjoy this yummy meal!  You can also request for spinach or whole wheat tortilla."
322,Mexican,San Francisco,"I came here around 7pm on a weekday and there was a bit of a wait to order with about 5-7 people ahead of me. The place takes cash only so make sure to stop by a nearby ATM before coming. It also wasn't too hard to find a table as there were 2-3 available after I placed my order. There is also an outdoor seating area in the back. I ordered the carne asada super burrito and the strawberry aqua fresca. The prices were extremely fair for being in San Francisco with the total coming out to about $14. The burrito was delicious and had all the right portions of beans, meat, avocado and rice. I ended up finishing it all with sips of my aqua fresca. The drink was also really good and refreshing with the right amount of sweetness."
323,Mexican,San Francisco,"Amazing Mission-style burritos in the Mission Area- great size and value, quality ingredients, and perfectly flavored. The Al Pastor Super Burrito ($8.75) is incredible - the pork is slightly sweet and studded with fresh avocado. Comes with salsa too! There's seating inside, order at the counter and they call out your number."
324,Mexican,San Francisco,"Pretty... pretty good. Good drinks, good service. Excellent salsa. Decent entrees.  I got the house shrimp dish by recommendation of the waiter and was not disappointed. The rice was a little spice-forward (not spicy per se, but had a distinct flavor that I wasn't a huge fan of)."
325,Mexican,San Francisco,"Thanks for your review, Clayton! We've sent you a private message with more details."
326,Mexican,San Francisco,"Came here for dinner on a Saturday night. Didn't realize this place was so popular so I didn't make reservations in advance. Thankfully, the outside seating is open for walk ins so I was able to get a table without a wait. The downside is there is only 1 heat lamp for the entire outdoor patio area so be prepared and wear extra layers. I appreciate that they have complimentary chips and salsa. I got the Chile Verde for my entree and the Tropisueno margarita. I absolutely loved my entree. The pork was tender but not too fatty. The portion size was perfect. Filling but not over stuffed. My drink was great also (standard SF prices). Service was 5 stars! Our water glasses always filled. They checked in on us at the appropriate times but were never intrusive. Everyone working there was genuinely warm and friendly. The bathrooms were also clean. Just hope they buy more heat lamps for the outside because I think outdoor dining is here to stay. I'll be back again and would recommend this place to family and friends."
327,Mexican,San Francisco,"We had a long weekend in San Francisco and are always on the lookout for good food. Â When we visit California, we are always looking for good Mexican food. Â So checked Yelp and found tropisueno. Â  This hidden gem is exactly what we needed. Â Even though it was a little chilly, we sat outside but were very comfortable. Â They had heaters that kept us nice and warm. Â so with Mexican restaurants I always judge it by their chips and salsa. Â It's a tell tale sign of things to come. Â Here at Tropisueno, they didn't disappoint. Â  Chips were good and they came with a variety of salsas. Â Personally I liked the green salsa the most. Â  For our entrees we picked the Chili Verde and my wife had the Chili Relleno. Â Both had incredible flavor. Â My pork was cooked perfectly and the portions were huge. Â My wife also like her meal. Â We were stuffed walking out. Â I am just glad that we had a descent walk back to our hotel. Â  I would return when I am back in town."
328,Mexican,San Francisco,I was visiting the city for work but couldn't find a Mexican place close to my building till i find this place in google maps and surprise it's really good. Ordered a plate with enchiladas and a drink everything was enjoyable the food and the service from the girl who take the order named itxel. I'll come back again
329,Mexican,San Francisco,"Wow what a find! Literally the best Mexican place I've been to in the Bay Area. We went on Halloween night but they managed to sneak us in for a table at 9. Drinks- I got one of their margaritas which was very refreshing - had cucumber in it and was delicious!, my friends got margaritas / bubbly cocktails. Most of the drinks were really good except one.  Appetizers- so they serve you chips and salsa to begin with. All their salsas are delivous! My favorite was tomato and lime salsa. We also ordered plantains- now I'm generally not a fan but this was differently. They were a base layer of beans to these which changed the game for me. And Queso dip - this was okay. Regular queso with a twist Mains - we got the chicken soup and that was literally the highlight of the night. The most delicious soup I've ever had, almost like a chicken gravy My friends got enchiladas which they liked too. Overall a great place- will definitely visit again!"
330,Mexican,San Francisco,"Thanks for the great review and photos, Shruti! We've sent a private message with more details, so please check your inbox when you get the chance!"
331,Mexican,San Francisco,"Amazing vibes here! Their complimentary chips and salsa varieties were so good. Anyways, a friend and I met up at Tropisueno for an 8PM dinner on a Saturday. She made the reservation, and I got there a couple minutes early so I went in there first. They checked my vaccination status before allowing me in. The place was pretty full, and I can see why. Beautiful, homey decorations throughout and everyone there was so nice.  The 2 of us shared a ceviche and it was delicious. I love ceviches! The one we tried was the Ceviche de SalmÃ³n Crudo - Fresh tartare of salmon, chile de arbol, cucumber, avocado, cilantro, red onion, Fresno chile and lime. It came out so fast so we had this plus the chips and salsa to munch on before our entrees arrived. My amazing friend had a strawberry margarita (I think?) and I had the Tropisueno margarita (Canton ginger liquor, lemon, El Jimador blanco, agave. Rose infused sugar-salt rim). We enjoyed these drinks and they didn't skimp out on anything. So good.  Our entrees arrived, and we got the following -  Caldo de Mariscos - Lobster-chile broth with shrimp, calamari, sea scallops, P.E.I. mussels, tilapia. Served with a side of rice. I don't have these seafoods much when I'm at home eating with the husband and kids because the husband is allergic to shellfish, so when I'm out without him, it's seafood time! The caldo de mariscos was pretty good! The broth was flavorful, not too salty or anything. There was a decent amount of the various seafoods in there in comparison to other places. The quality was great too. Each and every piece was yum. The rice was a bit on the dry side, but it's pretty good with the broth.  TampiqueÃ±o - Grilled 8oz chile-marinaded carne asada, served with a mixed cheese enchilada, ranchera sauce & guacamole. I think that was what my friend ordered. She said it was really good! The description sounded good and it looked really delicious. I have a feeling that if the husband and I went here, this would be a dish we'd get.  Our time at Tropisueno was really great. I'd definitely come back and try more of their yummy drinks and food!"
332,Mexican,San Francisco,I've been coming to Tropisueno for a while now and it's never a disappointment. Always a good vibe with great authentic Mexican food. The sauce is just right with the fish. I would recommend making an appointment because it can get busy! And being a opt of your vaccine card. Guacamole is great as well!
333,Mexican,San Francisco,"Thank you for your continued support, Lara! Please check your inbox for a more personal message from us from when you get a chance."
334,Mexican,San Francisco,"RUN here! Everything is good, plentiful and spicy. The flavors are on point and the portions are filling. We got a chicken burrito, guac and the soft shell chicken enchiladas with mole. And every last thing was amazing. It was definitely $50 very well spent and we would most definitely return"
335,Mexican,San Francisco,"We love the photos, Shami! We've sent a message to your inbox personally thanking you for this 5-star review!"
336,Mexican,San Francisco,"Visiting San Francisco for work, and had to grab dinner while i was out trying to buy a jacket. Lol. I'm almost certain i will eat here again before i leave. Â See below for pros and cons.  Pros: --food was really good.  --chips and salsa were top notch. Chips were thin and served warm. It comes with three different salsas--all of which are very delicious.  --waitstaff was attentive and pleasant. --inside and outside seating.  --nice vibes  --drinks were AWESOME!! Cons:  --kinda hard to find. It's on a weird side street.  Note: make sure you have your ID and vaxx card. You can't get in without it."
337,Mexican,San Francisco,"We appreciate your review, Erin! Thank you for stopping by -- we've sent a more detailed message to your inbox!"
338,Mexican,San Francisco,"Taqueria by day, full service Mexican restaurant by night. Tropisueno offers the best of both worlds and does it at an affordable price point. Food - This was my first time back in years and the food was better than I remember. Complimentary chips and salsa are provided (which I shouldn't have to mention but a growing number of restaurants choose not to). I ordered chicken and carnitas tacos with guac, both of which were excellent. Traditional street tacos are simple but when the meat is of this quality you don't need other toppings. Ambience - Located across the street from Yerba Buena Gardens Tropisueno a favorite amongst business professionals in FiDi. The outdoor patio, decorated with planter boxes and string lights, is a refreshing change of scenery in a concrete dominant area. Indoors has ample seating (can host up to 175 guests) and a substantial bar with a lengthy drink selection. Service - We stopped in for lunch the other day and were greeted by the hostess who was checking for proof of vaccination. Lunch is served taqueria style, so you order your food inside at the counter and they bring it to your table. The staff was friendly and very helpful when I was inquiring about the menu."
339,Mexican,San Francisco,"Thank you for taking the time to leave this review, Dennis! We've sent you a private message with more details. Check it out!"
340,Mexican,San Francisco,"We ordered Â chicken enchiladas, chicken tacos and 2 combo of tacos :- veg tacos and tofu tacos and a couple of guacamole. They give chips for free so guacamole and salsa was a good addition.  Chicken enchiladas- average. Considering this place is a Mexican only place I was expecting much better enchiladas. The chicken was very less and was missing it's flavors.  Chicken tacos were good. Good portion of chicken.  Veg & tofu tacos were average.. I have had much better tacos at so many other places. Prices - I found my food to be very average in taste so as per the taste I found the place expensive.  The only good thing about this place is that they checked vaccination cards of all of us and then only allowed us inside which was comforting considering I was dining with an infant.  But because of average food and high prices I will probably not come back here..!!"
341,Mexican,San Francisco,"Great service, good drinks, and tasty food. Ordered the sopa de pollo and found it to be really well spiced along with having a good amount of chicken. Depending on where you sit you might find it a little bit cramped/loud but that is probably to be expected on a weeknight in Fidi. All things considered, great option for a post work meal and I will definitely come back to try another dish :-)"
342,Mexican,San Francisco,"The location is great. It's in the middle of downtown SF in the Union Square area. Many transit options are available to get here: bus, cable car, metro, and of course walking. It's nestled in between skyscrapers and a neat little walkway area.  The vibes inside are great. They have some heavy cumbia music playing in the restaurant. Tons of people walking by and talking. There is a nice patio area that has strong lights. I think they give you a poncho if you sit outside with is cool. Needless to say, the ambiance is great.the bathrooms are gender inclusive and clean. The service is awesome. We got seated soon after showing the hostess our vaccination card. The servers are attentive and constantly fill your water. Our meal came out very fast! I cannot state how fast it came out. The complimentary chips might be the best part of the meal. They were amazing! However, I was not satisfied with the flavor the rice at all. It kinda smelled (and tasted) like body odor? Not sure how to explain it but I'm sure if you tried it you would understand. Perhaps it was just a bad vegetable mixed in on this day or something. I'm not particularly picky but the rice wasn't it for me. I would definitely want to know if anyone else has came here and felt the same way? They have vegetarian options for the tacos. We enjoyed our jackfruit and tofu tacos but definitely ask for no salsa or for it on the side if you don't like spicy. The default salsa is a 8.5/10 on the hot scale for me. The rice really tainted my meal and is the reason for a low rating. Other than the rice, it's a good Mexican meal. The prices are alright. For being SF, $20 can't get you a lot but it also gets you enough. Our plate had rice, beans, and 2 tacos. For a meal for two, you should expect to walk out of here for about $45. I'm putting this at a $$$ but it fits right in there with any other SF restaurant. Bottom Line/TLDR: great location but alright food"
343,Mexican,San Francisco,"Located in the heart of downtown SF, TropisueÃ±o is an ideal and accessible spot to meet friends for dinner or happy hour in a bustling area. I've brought many friends here over the past few years, and recently returned for the first time since the pandemic. It felt really nice to sit in a crowded restaurant again! I've always loved the ambiance inside TropisueÃ±o- slightly noisy and dimly lit. There's also a lovely patio outside on Yerba Buena Lane.  I'm always a sucker for complimentary chips and salsa, so the fact that TropisueÃ±o offers it keeps me coming back. There's a delicious spread of three salsas- the orange one is my favorite. Today, the chips were a little stale and a bit underwhelming, but I usually love the chips and fill up on them.  I ordered the veggie tacos. They're honestly not my favorite tacos. I prefer a chewier and warmer tortilla and more substantial filling. I think TropisueÃ±o's strength is its entrees/plates (my friends usually order the chicken mole or the enchiladas), but there are very limited vegetarian options. I would love to have more dishes to try on the menu.  TropisueÃ±o is one of my staples in the city and I will always come back for the ambiance and the margaritas. Highly recommend if you're looking for a fun time in an exciting area!"
344,Mexican,San Francisco,"Thank you for your feedback, Avani. We love the photos! We've sent a message to your inbox personally thanking you for this review. Check it out!"
345,Mexican,San Francisco,Best Mexican food in the city!!! Try the combo plate We really liked the enchiladas & tomales
346,Mexican,San Francisco,"Thanks for your support, Christina! Â We'd love to have you back to serve you again soon -- Salud!"
347,Mexican,San Francisco,Amazing service. You can even grab blankets if it's too cold outside. The food has great peloton size and the queso is so cheesy and delicious! Great for a large group
348,Mexican,San Francisco,"Hi Coco, Although we weren't able to send you a private message, we still wanted to take a moment to personally thank you for this 5-star review! We're glad to hear you enjoyed your visit and were a fan of our queso. We appreciate your feedback and hope we get the chance to serve you again soon! Keep in touch: Facebook @Tropisueno Instagram @tropisuenosf"
349,Mexican,San Francisco,"If TropisueÃ±o were an MLM, I'd be writing this from my Italian sports car en route to my all-expenses-paid trip to Cabo. I've taken countless people here since discovering this place years ago, more than half of whom have told me that they later recruited, erm, brought, others. Thankfully for everyone, TropisueÃ±o is not an MLM but rather the best Mexican restaurant I've ever been to with consistently great food, service, ambience, and surprisingly affordable as well given the gigantic portion sizes. I came last Wednesday around 6:30pm and though it was fairly busy, I was seated immediately. This was my first time back since COVID and I'm happy to report that besides the complimentary chips being not as thin and crispy, everything else was as amazing as it's always been. As an extra COVID safety precaution, you order online via QR code and also pay online.  Every item I've tried on the menu has been a banger, but my go-to is the pollo con mole poblano, which for $18 easily can feed two with leftovers to spare. This dish is especially good and I have yet to find a place that can compare. The mole is a perfect blend of spices that makes the chicken so flavourful but not salty. The dish comes with two tortillas but they will give more if you ask at no charge.  The servers are always attentive and friendly, and out of all the times I've been the food has never taken more than 20 minutes to arrive, even on the busiest of days. They place such emphasis on exemplary service that one time I came we received a dessert on the house as an apology for the extra tortillas taking a while to arrive even though we didn't even say anything.  Their cocktails and happy hours are well known too, although I haven't had the chance to see for myself. Even without them, I can't recommend this place enough. Stop reading reviews and just come give it a try!!"
350,Mexican,San Francisco,"Wow, thank you for this outstanding review, Elaine! We've sent a more personal message to your inbox. Take a look when you get the chance!"
351,Mexican,San Francisco,"After a long drive from redwood national park, we were looking forward to a good meal. We made reservations through Yelp and called the restaurant for an earlier seating and they were able to accommodate us.  We tried the following food: Empanadas de hongo- mushroom empanadas - this was good. The dough is crispy on the outside and soft on the inside . One of my favorite dishes here. Tacos de Cachete- braised beef tacos - this was just ok. The beef seems to lack flavor. Tampiqueno- skirt steak - ordered it medium well but it seems slightly more to well done. It was not very tender and a little salty. This was ok.  Old school platos - ordered a chicken enchiladas and carne asada tacos - the chicken enchiladas was ok. The carne asada tacos was very juicy and delicious. This is second favorite item we had.  Restaurant has a very nice ambience and great service. The food was just average."
352,Mexican,San Francisco,"1000/10. Soooo good. My husband and I showed up around 5:30 on a Saturday and were seated immediately. Our waiter was so attentive and friendly - I wish we caught his name but he was the best! To start, the chips and salsas were delicious. I loved the medium and the spicy salsas the most but all three were flavorful. We also ordered the chile con queso as an appetizer and it was top notch. For entrees, my husband got the chile verde and I got the tampiqueÃ±o. Oh my God - both were amazzzzing. The meats were full of flavor and cooked to perfection - and the sides were perfect. I'm serious when I say I'd eat here everyday if I could. The cherry on top was the prices!!! Soooo worth it. He had ""la muerte"" to drink and I had ""the tempest"". Both somewhat tangy as we like and strong too hehe. We were visiting the city but if and when we come back, we will definitely eat here again!!!"
353,Mexican,San Francisco,"Glad to hear you enjoyed your visit, Natalia! Check your inbox for a personalized thank you."
354,Mexican,San Francisco,Soooooooooo goooooood!!!!!! The salsas are very tasty. Chips are very fresh. We got a steak quesadilla and it did not disappoint!
355,Mexican,San Francisco,"Hi Sara, We're happy to hear you enjoyed our steak quesadilla and chips with salsa! Thank you so much for your review and we hope we get to serve you again soon!"
356,Mexican,San Francisco,"La Taqueria has been my favorite place for Carne Asada burritos for over 30 years! After moving back to San Francisco, this was top restaurant I wanted to visit for Mexican food. Parking can be challenging and it could be a few blocks away but the food well worth it.  I can totally see why they don't use Doordash because they rely on steady stream of customers that are in long lines waiting for their freshly prepared delicious food.  I love La Taqueria!"
357,Mexican,San Francisco,"So I will say that it is good. BUT if you want to take out, don't even bother; I went for the first time last week and planned on getting 3 tacos to go in order to eat them at Mission-Dolores Park. Unfortunately, when I got to the park (which took about 15 minutes), my tacos were a big soggy mess. It was kind of like how Gordon Ramsey says it's a ""wet diaper"", because that's honestly what it felt like. My toppings went everywhere, my soft taco shell was WET, and I made a huge mess on my hands.  I would recommend it fresh (aka if your eating there) because the food wasn't half bad. But don't even bother trying to take-out or order to-go."
358,Mexican,San Francisco,"Time & Date: Sunday, Nov 28th 2021 @ 2:15pm Dining: indoor + outdoor available Vaccination: proof required to dine inside  If you've ever visited SF or live here, you've probably heard of La Taqueria... as it's one of the most popular spots in the Mission. I've been here several times before, but today was my first time visiting post-pandemic. You place your order at one of the 2 ordering stations outside, and can pick it up from the window outside. I was irked because I tried to look at the menu from the entrance but a staff member essentially kicked me out and told me I needed to show my vaccination to dine it, like I'm not even dining in I'm literally staring at the menu???  When I ordered at the window there was no menu in sight so I just ordered a basic carne asada burrito (though I was looking forward to trying something new). They didn't ask me whether I wanted a regular or super burrito so I honestly don't even know what they charged me for.  Burritos weren't as good as I remembered and were so wet that my burrito kept leaking juice & the tortilla turned soggy. I paid $32 for 2 mediocre burritos... that's just outrageously overpriced for burritos. I wouldn't go out of my way to come here, it's definitely just a place popularized by the hype."
359,Mexican,San Francisco,"After seeing it listed on top burrito lists everywhere, I finally got an opportunity to try it out. The lines weren't too bad on a Sunday afternoon around noon. We were able to place our order quickly, get a table and then we had our order within 10 minutes or so.  The burrito was unique as it was without rice but was still with a lot of other stuffing and flavors. I would come here again but don't know if i would still call it the best burrito I ever had."
360,Mexican,San Francisco,"La Taqueria - San Francisco, CA When we arrived at our hotel in San Francisco, our first objective was to find somewhere to eat. We searched Yelp and based on the great reviews, we decided to give La Taqueria a try. Our Lyft arrived on time and when our driver saw where we were heading, he gave his recommendations. He stated that he eats at La Taqueria at least 2-3 times a month. He also gave us a heads up that there may be a line, the portions are huge so come here hungry, and the prices are on the higher side. We arrived and yes, there was a line from the front door to the streetlights. Most orders appeared to be take-out and we barely waited 15 minutes to place our orders. I had their Asada burrito and kept it simple...just the beef and cheese. I also had a chicken quesadilla. Again, kept it simple...just the chicken and cheese. I had both dishes dry with no sauce. Our Lyft driver was on point with the portions and price. As for taste, I had better and left satisfied only because I was no longer hungry. I don't mind a little grease coming out of my burrito or quesadilla. I just don't prefer to taste a greasy mess on every bite. I'm glad over 4,000 Yelpers gave La Taqueria an average review of 4-Stars. I'm just not one of them."
