,Cuisine,City,Review
10,Tex-Mex,San Francisco,"This was our go to Mexican place for delivery during the pandemic. Their tortilla soup is the best I've ever had and their carnitas taco platter was excellent for my family. I am heartbroken to learn today that they no long offer delivery. I really wish they'd reconsider or figure out a way to offer their own delivery service. We've got a toddler and work full time, so takeout unfortunately isn't an easy option for us. :("
11,Tex-Mex,San Francisco,"So yummy! Came here yesterday with a group of people for my fiance's birthday and service and food did NOT disappoint. We got chips, salsa, queso, tacos, sashimi, enchiladas and the regular and hibiscus margaritas. I loved my enchiladas. Even those who weren't vegetarian raved about how good the enchiladas were. Highly recommend! Great outdoor seating! Even though we were a larger group, they seated us as quickly as possible."
12,Tex-Mex,San Francisco,I actually came here back in March so this review is a bit old but still worth writing. I got the mushroom enchiladas and they were delicious! I wasn't expecting much from the place but everything was delicious and so were the drinks. Will return for those num num enchiladas! yum!
13,Tex-Mex,San Francisco,Start your review of  Don Pistos .
14,Tex-Mex,San Francisco,"If you come here JUST for the guac and margaritas, 5 stars all the way... Their guac is some of the best I've had, and same with the margaritas. The server was also phenomenal.. very nice guy. If you're here for a full meal, I personally wouldn't recommend. For the tacos, you get 2 small tacos, and you can't choose 2 different flavors/options, they have to be the same kind when you order. There isn't much flavor and the quesadillas almost taste stale. I also really wouldn't recommend the queso fondido. It is truly just a bowl of melted cheese with a little bit of chorizo sprinkled on top. Before you can finish the cheese, it's hardened/thick. I was looking forward to trying their huevos rancheros, but they only offer that at brunch which is only on the weekend."
15,Tex-Mex,San Francisco,Fun hidden gem in North Beach. I would go here just for the guac (and have). It's to die for! The service is also really great. Good all you can drink selections for brunch. Brunch food is okay- but nothing too spectacular.
16,Tex-Mex,San Francisco,"FOOD The chips and salsa were as you'd expect, the salsa packs a bit more of a punch and vinegary bite which was nice! We also got guac which was nice but a bit creamy, certainly more Tex-Max style, I prefer mine a bit chunkier. The tacos were actually pretty great, I didn't expect much but I really appreciated the heavy serving of onions and cilantro salsa. The meat itself was juicy, would certainly recommend.  The french toast and bacon I ordered off of a win, exactly what you think of with french toast but nothing to write home about. I also ordered the cod which was fine but a bit underdressed for just how much fish you get, so the serving was nice but the portions were a tad off. DRINK We got the mimosas and sangria. The mimosas were fine, but the red sangria was actually pretty good! They were very adept at keeping our pitchers filled, which is to be expected but we appreciated that. ATMOSPHERE It was a really nice atmosphere for Sunday afternoon, a fair bit of people but not too loud or crowded. The service was great once we sat down, but after the first round of drinks/food arrived, it was actually pretty difficult to get someone's attention, even though they had forgotten several people's dishes/drinks. Even as it neared 4 PM and we were one of the last groups around they weren't checking in on us, even when we just wanted the check to leave it was hard to get someone. All in all, this place is nice for a large group of friends but I wouldn't go boasting about the food or service, nice for a gathering of friends around pitchers of drinks and some decent bites."
17,Tex-Mex,San Francisco,"Delicious Mexican food in North Beach North Beach being, historically speaking, an Italian-American neighborhood, one does not expect to find delicious Mexican cousin options there! Well, don't let North Beach surprise you! Don Pistos has been there for quite a few years and serves all sorts of delicious dishes and drinks. It hides in an old and probably historic North Beach building near the corner of Union and Grant and there are no big signs to let you know it is there, but if you walk by, you will not miss it! I have tried a number of dishes there and they all have been very good, but I always fall back on the tacos, be them Carnitas (my favorites), Carne Asada, Shrimp or El Pastor! So what I usually do is order a few, depending on the number of the people in our party, a pitcher of Margarita or House Sangria and  have a blast! Their sides are pretty good too and for me the guacamole is must! Somehow the drinks do not taste the same without chips and Salsa or guacamole! The service is pretty good too. The staff is always helpful and good in answering your questions. They do have outside seating, thanks to COVIS-10! However, the indoor space is pretty open and good too. If you go there and want to try something different, try their Mexican Sashimi!"
18,Tex-Mex,San Francisco,"I absolutely love this place the food is amazing and the customer service is outstanding. Their bottomless brunch was amazing and that says A LOT considering I'm from NYC and there's a plethora of bottomless brunch spots to go to. They don't give you an issue about switching up the bottomless cocktails either. We switched seamlessly between the mimosas and red sangria. If you wanted the mimosa they brought you out a nice, chilled bottle of sparkling wine along with a carafe of delicious, house-made honeydew juice. The red sangria was a hit and perfectly made. It tasted as if they had fresh cinnamon sticks soaking in the mixture overnight. The taste was undeniable. YUM!!! There was almost never a delay when it was time for another cocktail. The food was incredible as well. Great portions for the reasonable price paid. I had their Huevos Rancheros that came with crispy Yukon potatoes. Truly a hit! I devoured those perfectly seasoned and crispy potatoes and the delish Huevos Rancheros.  I clearly see why this place is a gem and busy beyond compare. Excellent food, drinks, ambiance and customer service. Highly recommended!"
19,Tex-Mex,San Francisco,"Food was really good, the bottomless mimosas were a plus, just wish they had a few more options for flavors to miss with the brute. Tacos were so good!"
20,Tex-Mex,San Francisco,Don Pistos is one of my go to Mexican spots. I love the atmosphere and the food is prepared with care and an obvious passion. I appreciate the hearty portions which means I can bring my parents here without them complaining ( you know how that be). The fresh salsa and guacamole alone are a treat. Their margaritas are well balanced and refreshing. I love this spot! Go eat there NOW.
21,Tex-Mex,San Francisco,"COVID-19 precautions. Cute outdoor dining. Fun environment. Friendly, attentive staff. Yelp waitlist available. Free chips and salsa. Swanky but oh so tasty Mexican/Tex-Mex food and drinks. See below for more info:  COVID-19 precautions:  Staff wear face masks at all time whereas customers wear masks when not eating or drinking. There is a QR code to look at the menu and then place an order with staff. The outdoor dining tables are spaced out, allowing for physical distancing of parties.  Cute outdoor dining:  Don Pistos has a cute outdoor dining setup, one of our favorites in the city. The tables are spaced out and far from people walking on the street and fellow diners. There are lights above the tables giving summer backyard get together vibes.  Fun environment:  Don Pistos is a fun restaurant. Spanish and Latinx music plays in the background, quiet enough where one can partake in conversation but loud enough to dance or nod to the beat.  Friendly, attentive staff:  The staff at Don Pistos is among the best I have encountered. All are friendly and attentive, taking the already excellent dining experience to another level.  Yelp waitlist available:  We typically dine here before the crowds and can get a table right away. However, Don Pistos has a waitlist available via Yelp, which would be a good idea if dining on weekends or busy hours. Free chips and salsa:  Free chips and salsa verde, which has a tiny bit of spice but goes great with the chips and dishes here. The chips are so delicious: thick, warm, crispy and just the right amount of saltiness.  Swanky but oh so tasty Mexican/Tex-Mex food and drinks:  Don Pistos is swanky but oh so tasty Mexican/Tex-Mex food and drinks. We enjoy our date nights here so much! The food and drinks are delectable.  I am a fan of the classic margarita. The drink is a good amalgamation of citrus, sweetness, and alcohol.  One the Tex-Mex dishes we like are the tacos dorados with beef and cheese. I often tell the partner, the tacos remind me of the Taco Bell ones I would ask my mom to get when I wanted to dine out as a kid, but uber fancy and of high quality. The accompanying crema and salsa are so tasty, just writing this review is making my mouth water, as the former is so creamy and latter on the spicy side.  We are also fans of the street tacos. Three we gravitate towards are the carnitas, carne asada, and al pastor as they are all hugely seasoned and go nicely with the tortilla.  The rice is a great side and addition to a meal. The seasoning is unique and delicious, going well with all dishes, especially the tacos dorados.  Overall, we highly recommend Don Pistos!! :D"
22,Tex-Mex,San Francisco,"I had one of the best burritos I've ever had, starting with its delicate housemade flour tortilla filled with Baja fish, white sauce, avocado and the sweet crunch of cabbage slaw ($14). My son devoured his Al Pastor burrito ($15) in record time even though it was enormous, stuffed with savory chopped pork rib meat, avocado salsa and pineapple.  I went wild over what I'm calling ""deconstructed"" Elote, Mexican street corn in a pint-size container with juicy, sweet kernels of corn popping in my mouth with every bite tempered by the spicy hot finish of powdered chili ($7). More more more! I liked the guacamole, the housemade chips were great.  You can't miss with Don Pisto's, everything wrapped and packed with care and delivered hot by UberEats. Olé!"
23,Tex-Mex,San Francisco,"Had a blast evening with my friends here. We sat outside with the heater on. We went there early so we got seated right away. We planned to drink and chitchat so we didn't order much food. We started with a pitcher of Shangria which wasn't so good for our liking but we finished it anyway.  Then we changed to Hibicus Margarita and this time, we were happy. We also order sashimi, double-fried chicken, street taco and crispy fried taco dorado. Only sashimi that we didn't like because the taste was off but the rest of our orders tasted delicious not to mention salsa that served with chip was so tasty. Our server was nice and attentive. Parking can be challenging ."
24,Tex-Mex,San Francisco,"This past Saturday, a friend and I grabbed brunch -really lunch at Don Pistos. We got there around 1:45 and even though it was only 2 of us it was about a 30-35minute wait. So definitely have reservations especially if you plan to go on the weekends. They do have limited outdoor seating and I love the padlet set up. Once we got the text and we're seated we were giving chips and a dip which was like a green salsa. It was soooooooo good! Definitely looks all fresh and home made! My friend told me to get the steak burrito and she got a quesadilla. It seems like the tortilla is made fresh in-house! I was looking the burrito which was quite filling and large! The. Quesadilla looked amazing and my friend said it was so good! I believe it! I definitely want to come back just to try that. I love discovering new places and this definitely was one I will be coming back to!"
25,Tex-Mex,San Francisco,"I enjoyed their flavorful tex-mex menu and the bartender didn't skimp on liquor in the cocktails! Unfortunately the guacamole was better than my entree, though."
26,Tex-Mex,San Francisco,"3/4 of our group loved the puffy tacos (only available Tuesdays) but I found them too heavy with just a little of meat. The normal tacos were huge though and a good value. So were the carnitas with the peppers, yum! Solid and interesting list of cocktails. All in all would prefer heading to lolo down the street but this is real convenient.  Myriad of seating options, whatever you're comfortable with. We got a great seat in the front courtyard-like area with heat lamps. Waitstaff was amazing :)"
27,Tex-Mex,San Francisco,"This is the third time I come to this restaurant, and every time I come I get the same nice customer service , on this specific time we came very close to close time and still waiters were very nice and helpful.  My food as you see on the pic was A Bowl of Mole which it was very good on flavor and those tortillas were definitely a very good compliment to the mole .   My drink which I forgot the name was made with mezcal and was delicious . When I come to Valencia st and I want to eat the good flavor of Mexican food in a nice relaxed environment I think about west of Pecos right away!"
28,Tex-Mex,San Francisco,"Recently moved to the city from Austin, so we've got pretty high texmex standards. This is closer than anything we've had here so far! Great guacamole, interesting 'green' rice & beans. Brisket hash was a little heavy (seemed like the brisket provided was just burnt ends which got salty after a few bites, and the potatoes weren't fully cooked) but definitely tasted like TX brisket. 4/5!"
29,Tex-Mex,San Francisco,Came here on a Saturday brunch with a reservation and this place has such a great rustic vibe!  Good: The ambiance here is so cute - the seating is really nice outdoors with the fireplace.  I liked the jackfruit quesadilla since it didn't taste like meat at all! It had a unique taste and crunchy texture.  I also really enjoyed the tacos since they had pork belly that added a sweet tangy taste to the eggs and avocado.  Bad: The smothered burrito was kind of bland and really large so we had to take it all home.  The cornbread I had high hopes for but was kind of burnt and didn't have much flavor. Overall I still found this to be an amazing meal because of the unique taste and the great ambiance.
30,Tex-Mex,San Francisco,The chips at west of pecos are amazing. Their guacamole is a very small portion so enough for 2 people but too small for more. They always have at least one vegan dish and ok their current menu it's a  stuffed pepper which was very flavorful. It's not a big plate so get at least some guac or something else to eat. My boyfriend got the fish tacos and really liked them. The margaritas are always great. Also they usually always have a table available.  I think I'd give them 3.5/5 if I could. But rounding up to 4.
31,Tex-Mex,San Francisco,"This restaurant is great and clearly states the vegan options. My friends order the mole dish and said it was amazing too. I got the vegan poblano relleno, which was great but it was a bit small (their dishes seemed to have gotten smaller than they use to be). Their chips seem hand made and are SUPER yummy. The margaritas were great too!"
32,Tex-Mex,San Francisco,"I can only speak for the Chipotle wings and service (just wanted a snack today) but even though that's all I had I felt I needed to post a review. I'm a picky eater, but those wings with the mango sauce were so so good. And our sever was super nice as well. Very happy :)"
33,Tex-Mex,San Francisco,"This is an excellent restaurant, and used to be my very favorite in the neighborhood...Why do I say ""used to be"", you may well ask.  Well, they recently changed their entire menu and the items I ordered from them for YEARS are all gone:  No more crab guacamole, no more mac'n'cheese, no more puffy tacos (except on Tuesdays), no more fried chicken (which was by far THE BEST in San Francisco!!!), and worst of all, no more sopapillas!!!!  That last one stings the most of all!  How can you have a legit New Mexican restaurant without sopapillas??? Now the list of offerings is shorter, a little fussier, with trendy offerings like blistered shishitos, and there's a lot more items with chili peppers in one form or another.  If that's your thing, you'll love this!  It's not my thing, so I won't be swinging by again anytime soon, which makes me sad. The one thing on the menu that HASN'T changed is their delicious classic margarita!  It's perfectly balanced and you'll want more than one, because they're so tasty and go down so smooth!  Maybe I'll come back for a drink with a friend at one of their outdoor tables sometime soon...but honestly, sitting there without food just doesn't sound exciting to me.   So why am I rating this place so highly, if I'm not planning on going back anytime soon?  Well, I've been going there for YEARS, and the quality of their food is impeccable!!  I've never had a bad meal there, nor has anyone I've ever gone with!  The prices are generally reasonable for the neighborhood, the staff is friendly and doesn't seem to turn over quickly, which tells me they're probably treated well by the management.  If you like what you read on their current menu, you'll LOVE this place, because whatever they do, they do well!  Check it out, if you haven't already, and don't forget to get their queso WITH the chorizo!!  I always get it with the chilis on the side, so my SO can still eat them, but I don't have to deal with the fire!"
34,Tex-Mex,San Francisco,"How have I never reviewed this restaurant???  West of Pecos is BY FAR my favorite restaurant in San Francisco!!  I know, that sounds odd for a joint that serves New-Mexican cuisine on Valencia Street...but hear me out! I've NEVER had a bad meal here...or even a mediocre one.  In fact, no one that I've ever taken here has had even just a ""meh"" experience...they've ALL loved it!  That's really hard to match, because almost every restaurant has an off-night...usually.  But every single meal I've had at West of Pecos has been superb!! What do I recommend?  Well, I always start with their queso and chips, with the hot chilis on the side (don't hate - I can't handle the heat!!).  The little dollop of chorizo on top mixes in to create a truly addictive dip...and it's GLUTEN-FREE, which means I can share it with my neighbor (we often eat together!). I love the puffy tacos, which have a well-balanced flavor profile that includes tangy, meaty, salty, and a little sweetness.  And the fried chicken dinner is a VERY healthy portion, and is perfectly crunchy with juicy meat!!  I hate black pepper, so I always ask them to leave it off the yummy creamed corn and mashed potatoes that come with it (as well as some sort of green, which changes periodically).   Their guacamole is a hearty portion and has little pops of sweet corn kernels in it, which I find a refreshing change from the usual, more traditional guacamoles out there.  Want to get fahncy?  Get it with the large dollop of crabmeat on top...soooo gooooood!!!! I ALWAYS end the meal with a classic New Mexican dessert:  sopapillas with honey!!  OHMYGAWD, they're SO GOOD!!!!! Speaking of New Mexico, the name of the game here is green hatch chilis...you'll find that in many of the dishes here.  Not into chilis?  No problem!  I'm not, and I still manage to eat here just fine! The menu changes a bit with the seasons, so don't expect your favorite salad from the summer to still be there in November...but that said, try something new:  You'll probably love that, too!  They also do great things with their veggie sides! The servers and bus-persons here are all really nice and polite.  They usually go out of their way to make sure we have a great experience, which I cannot stress enough, really makes a huge difference!   The restaurant is WHEELCHAIR-ACCESSIBLE, and when I call ahead of time to get take-out, since they know I'm coming, they leave the doors open for me...that's really thoughtful! I'm not a huge drinker, but the margaritas here are delicious!  They clearly use quality ingredients, and their bartenders mix drinks expertly, since my drink is always well-balanced. This is a great restaurant to bring your parents, your first date, your coworkers, your vegetarian friends, or, if you make advance reservations, 20 of your closest chums (they have a large extra dining room to open for these types of purposes!).  I once hosted a bachelorette party here...it was a great venue, and a perfect place to start our bar-hopping for the evening! I cannot recommend this restaurant enough!  Check it out, I cannot imagine that you won't love it!!"
35,Tex-Mex,San Francisco,"Let's just say you had me at PUFFY TACO!!  We came in on a ""Puffy Tuesday"" night after a long day of work. Looking to satisfy our tex-mex taco craving and drink a few cocktails while we're at it!  We ordered the ""blazin brisket"" and the ""smell of carnitas"" puffy tacos which we're absolutely delicious! If your a cheese lover like myself your not gonna pass up on Pecos queso (ADD CHORIZO) !! This restaurant is nice and can be both family friendly (bring the kids) or a date night vibe. We'll definitely be back for more of the ""prickly pecos"" and ""el guapo"" cocktails!"
36,Tex-Mex,San Francisco,"Came here with my boyfriend and some friends - it was a recommendation from our friend.  Menu: super yummy options! And also pretty big portions, I orderee the burritto and 10/10 recommend it for brunch!!! So yummy, it is a bit spicy so be aware.  We ordered 2 burritos - one had chorizzo, fish tacos, the hash breakfast, and started of chips and guac.  We also got coffee and a cocktail.  The seating was great, plenty of seating and employees were wearing their masks!  The star is knocked down because service was so slow...We were the first customers there and felt like forever to get our coffee, water refills, and entrees.  Besides slow service, food is a 10/10 can't go wrong to try this place! Parking is kind of hard because it's is in the mission. Also,it's right across StoneMill Matcha so great dessert place afterwards!!!"
37,Tex-Mex,San Francisco,Popped in for a late brunch on Sunday. It's a good size space with tables both inside and out. Service was excellent and food and drinks were quick and on point! I recommend the prickly pear marg and fish tacos (order 3 if you're hungry!)
38,Tex-Mex,San Francisco,"As someone who grew up in South Bay, my favorite restaurant ever is Aqui, a Mexican fusion restaurant featuring a variety of unique and fresh dishes, including vegetarian options, and of course know for their STRONG industrial margarita swirls. Sadly there is no Aqui locations in SF so I have been on the hunt for a comparable spot in the city for a few years.  West of Pecos is the closest I have found so far! It's a Tex Mex fusion restaurant in the mission with vegetarian options and frozen margaritas. We gave it a try this weekend and we're able to be seated right away as a party of 2. The ambiance was beautiful and we had a great view of popping Valencia street outside. I of course ordered their Sangria Swirl and my bf got a modelo. We also ordered chips and guac and a bbq jackfruit quesadilla.  The swirl was a bit tarter and sweeter and not as strong as its Aqui counterpart, but still was great and I am glad I found something similar in the city. The food was a bit pricier and less veggie focused but was tasty just the same and on par for SF, considering the great ambiance.  West of Pecos is a great spot and maybe it's unfair I'm comparing it to my favorite restaurant but that's just my Golden standard for this genre of food. Overall great spot tho and would come back to get the swirl again and try their vegan chile relleno."
39,Tex-Mex,San Francisco,"My first eating experience on the trendy Valencia street of 2021! I wanted tacos and browsed through multiple locations and decided on West of Pecos. I loved how much space there was between all of the outdoor seating. The Food: my friend and I ordered guacamole and chips to share and was simply divine. The blue and yellow corn chips were so fresh and dusted with elote seasoning. Coupled with silky and flavorful guacamole; this is a must order. I ordered their Monster Mary drink, which came in a hefty glass to devour slowly.  The mains: I ordered their Austin Breakfast Tacos; which I enjoyed very much. I love the contrast of sweetness from the glazed pork belly, which reminded me of millionaires bacon. My friend ordered their Coffee Rubbed Brisket Hash, which she devoured almost instantly (she was hungry, was delicious, and also is eating for two with a baby on the way). Service: well, while our waiter was friendly and talkative, and I understand its his job to check in from time to time, I think of all the 3 check-ins, it seemed a bit awkward or forced because there wasn't really much that was said like at all. I think the part that would have made this review a 5 star is not having some kind of dessert on the brunch menu. My friend had asked the waiter if churros or doughnuts is available on the menu, and if that can it be made for us if it isn't. The waiter initially said he thinks it would be possible, but then changed his mind almost immediately and said that it's only served for dinner. I mean, how hard is it to fry up some fritters and serve it to two paying customers? That was mostly why I docked 1 star. I really think desserts should be included in the brunch menu here because I have had doughnuts else where that serves tacos. Any who, delicious and a must try."
40,Tex-Mex,San Francisco,"Did not disappoint! Everything we ordered was so full of flavor. We made reservations to dine here while spending the day at Mission Dolores Park. Walked over here and were seated immediately. The hostess was friendly, and so were everyone else who served us, especially the hardworking kind bartender who took our orders and made us a delicious margarita. I ordered the fire roasted chicken mole bowl and my boyfriend went for the 10-hour smoked brisket tacos. Mole bowl was, wow, amazing. Highly recommend. I could have gone for a second! Tacos were full of flavor and had lots of meat. Drink was on point. So glad we chose to come here for dinner. Most definitely will be back next time I'm in the area."
41,Tex-Mex,San Francisco,"came here for a boozy brunch! we ordered the frozen margarita + sangria cocktail, a pitcher of sangria, a red michelada, and a bloody mary. All the drinks are great, except the bloody mary..it was far too watery:(..... other than that though, the brisket and chilaquiles were absolutely delicious. the service was also excellent. would recommend checking out!!"
42,Tex-Mex,San Francisco,"We went here for outdoor dining this evening and I have to say, I cannot believe it took us this long to eat here...! The food was amazing, the service was fantastic and the outdoor dining experience was top notch. Pretty much everyone we came into contact with said hello and introduced themselves by name and was so so friendly. They had a few regulars come by too which I think speaks very highly of the service and quality of food. Our server, Jenna, was super nice and helpful and attentive but of course not overbearing.  We started with the cornbread skillet and I HIGHLY recommend trying this dish. Oh my goodness. It was warm in a little iron skillet and had corn and chiles like a proper savory cornbread should. And that butter it was served with??! It had a kick! But was also soft and buttery and sweet.. wow. Really incredible. I had a feeling it would be good when we saw the menu so we had to try it - was not disappointed..!! Heather got the brisket tacos and said the supporting flavors were all fantastic but the meat itself was incredibly greasy and heavy. That was perhaps the one downside- and I did try a bite and have to agree. The taste was good but I am not sure how she managed to eat three whole tacos filled with that brisket. Oof. My hunch is that particular menu item is for those who develop the ""drunchies"" or need to pad their stomach lining for a heavy night of drinking? I am not sure. But that leads me to Heather's drink which was a gin cocktail with ""faith"" in the name. I dont recall exactly but it had basil and looked very nice. She remarked how fresh and light it was (in contrast to her meal especially).  I got the vegan poblano relleno and I definitely recommend this menu item. I don't always eat vegan but I love to try the vegan dishes that restaurants have to offer out of curiosity and this one blew my mind! They utilized pistachio and cashew creams and butters and stuffed a giant poblano with what I think was a mixture of squashes and starches. It was just incredible. The green sauce was the star of the dish though.. wow! And of course I got beans and rice on the side and even that simple dish was made in a unique and might I say fancy manner. It was delicious and I pretty much wiped all my plates clean!  Valencia street outdoor dining has really been such a highlight of this very grim time and the whole staff at West of Pecos went above and beyond to create an enjoyable and delicious experience. Thank you!  Oh and did I mention our table had a heater hanging above??? Such a good idea and so helpful with the windchill."
43,Tex-Mex,San Francisco,"Absolutely loved this place. Entered after wandering around trying to find a brunch place to eat at back in 2019. To this day, I still cannot get over how good the food offerings here were. It was a perfect balance of savory and spice. I ordered the Huevos Rancheros and, again, to this day it remains my favorite dish ordered from anywhere. My partner ordered Chilaquiles which were also made to perfection.  Loved the Southwestern decor all around. A great place to visit no doubt. Cannot wait to return."
44,Tex-Mex,San Francisco,"I've been here several times and the service is always great. Very friendly and fairly quick. Their Infamous El Guapo drink is delish. The frozen Margarita/Sangria was good, too! Their guac and queso, is the perfect starter.  I ordered their smoked brisket tacos and was pleasantly surprised at how yummy they were.  Definitely would come back again, and again!"
45,Tex-Mex,San Francisco,"A fantastic spot for drinks and dinner in the heart of Valencia! Their outdoor set-up with the open windows is very spacious, and I love their interior decorations.  Their blood orange margarita is so so delicious and refreshing - the best margarita I have had in the city so far! Would definitely order it if you go.  Their elote was also scrumptious and they have a strong fish taco game as well. Will definitely be back!"
46,Tex-Mex,San Francisco,"I decided to try this place out because it's supposedly Tex-Mex.. never had Tex-Mex before so I cannot comment on the authenticity of it. Overall, I thought the food was just okay. It had too much liquid for my liking. I came here at night and the environment was a bit questionable; it was very dark, my chair felt like it was rocking, and I noticed my cup had a lipstick stain (I did ask for a replacement)!"
47,Tex-Mex,San Francisco,"I have eaten here a couple times now and the food is consistently delicious so I decided to write a review.  The prices are also reasonable for the amount of food you get and I have a very healthy appetite! Today I went there for breakfast and had the Mission Benedict.  It was so tasty; both the eggs and the hash browns were perfectly cooked.  The hash browns were crispy on the outside and evenly cooked on the inside - not oily either. The hollandaise sauce was excellent too- the best I've had!  My friend had the 49'r and the biscuits with sausage gravy were so good.  I sat at the bar and enjoyed chatting with my friend and the employee working the register, Lina.  She was attentive, very nice and took care of business expediently.   Parking on a Monday morning at 9am was no problem as there were plenty of metered spots in the area.  The restaurant atmosphere was very relaxed and we felt welcomed to enjoy our time there. They also have a cozy back patio!  Thanks, Pork Store Cafe, for making us feel welcomed and providing great food!  This is a wonderful, family run, neighborhood restaurant, and I look forward to my next visit so that I can try more menu items."
48,Tex-Mex,San Francisco,"I became extremely ill after eating here on 6/6/2021 - ordered via DoorDash - I only ate French toast with butter, eggs, side of hashbowns, and a cold brew coffee. I skipped the Smucker's HFCS laden brand syrup and provided my own. Felt like death several hours later, but thankfully it did pass quickly. I still don't believe I'll be returning. x_x; The food didn't taste bad, but my breakfast was really plain, there are no specialty options. Potatoes are sad by time they reach me. For the price, there are so many other cafes & restaurants. My search for the perfect breakfast continues elsewhere. Also, if anyone was curious to know. I had accidentally left this review for the Haight location. I then found out both Pork Stores are run totally separate. Haight uses Sysco brand syrup and does not offer cold brew coffee. Good to know!"
