,Cuisine,City,Review
592,French,San Francisco,"This review is for takeout during SIP. We loved all our orders - especially the seafood bisque, mushroom tart and cheese cart. The filet entree was just ok as the quality of the beef was not quite up to par.  Because of their popularity, pickup can be time consuming depending on how many other customers are waiting for their orders. Â  Overall - great experience and delicious food. I also love their beverage offerings!"
593,French,San Francisco,"My friends took me to Gary Danko to celebrate my birthday pre-pandemic. The experience was sub-par from start to finish.  A party of six, we were seated in the center of the dining room with couples arranged in booths and tables looking directly at us. It felt very uncomfortable - like we were the entertainment.  The cocktails and the food were OK (I've had better at Cyrus (formerly in Healdsburg), MadCap (in San Anselmo), Bourbon Steak (Nashville) and Bouchon (Yountville)) but the wait staff was pretentious, snooty and slow.  Based on my experience, the 5 star reviews are surprising. I have had much better experiences at restaurants in San Francisco and around the world and would not consider returning to GD."
594,French,San Francisco,"Easter Day menu was amazing! Pre-ordered then you just follow the ""heating instructions"" @ home. Pretty simple instructions for even a non-chef like me!  The best lamb chops ever!!!!! I usually don't order lamb anywhere bc no one ever gets it right... but they were spectacular from Gary! The leek soup was rich and flavorful! The potatoes au gratin were really creamy and not bland at all! We shared a nice glass of wine with Gary while waiting ! Enjoyed chatting with Greg and Can't wait to enjoy a sit-down back at the restaurant post-covid!!!"
595,French,San Francisco,"I have been here so many times and every single time the service is absolutely off the charts. The food is to die for! The whole experience is absolutely amazing and you know you're in a special place from the moment you walk in the door. The way they treat you, the way they sent you, the way they serve you and the way they make you feel so welcome is why I keep coming back. I go there for every special occasion and often look for one just to go :-). Â You will not be disappointed. It's dressy, it's fabulous, it's delicious and most of all it's my favorite."
596,French,San Francisco,This amazing restaurant is one of SF best of the best. Â We love you GD  The cuisine is amazing. Â Their cheese cart is the best part. Â We recommend this restaurant to everyone visiting SF
597,French,San Francisco,"Completely overrated. Our salmon dish was so saturated with soy sauce that it made the fish taste like it was straight out of a can. When I brought it to the attention of the waiter, he was so smug that he dismissed my complaint as indicative of my lack of a cultured palate. I was so insulted"
598,French,San Francisco,"Absolutely the best dining experience I've ever had. Dined here with 3 friends and everything from the ambience to the customer service was impeccable. Arrangements of fresh flowers adorn the walls and red roses and candles add elegance to the tables. We also thought the portions were going to be a little smaller but we were pleasantly surprised with quite large portions. There drinks were also perfect. What I love about this place is you aren't tied to a pre fix. You are free to choose from a different selection from their menu so it gives it more flexibility for you to order what you want. Creative florals and classic modernism fine decor is the perfect ambiance. Â Attentive staff that is both refined and casual. The lobster appetizer is a classic must!! If you're in San Fran this is a MUST visit restaurant, it's in the higher price range however it's worth every penny."
599,French,San Francisco,Excellent service and wonderful fix prix menu in an intimate setting. Â Their food never disappoints and we always leave satisfied and wanting to return. Â Make reservations ahead of time.
600,French,San Francisco,Awesome food and exceptional service is what you get at Gary Danko. Everything we ordered was amazingly delicious. They make the best French 75 cocktails. We'll definitely be back the next time we're in the Bay Area.
601,French,San Francisco,"By far, the best restaurant I've ever tasted in the city!!! Went here for my birthday dinner the start of the year. We picked the 5 course meal, no regrets! They are very flexible, you can change your menu if you would want to.  The service is superb. They will ask you what you need and recommend wine pairing as well.  I have listed what I got for the tasting menu on the pictures :) They will also give you mini desserts/pastries but I was too full to eat it so we had it to go."
602,French,San Francisco,"We ordered the takeout tasting menu yesterday and it wildly exceeded our expectations. The corn soup was phenomenal, the seafood risotto to die for, the duck perfectly tender... I could go on and on. To boot, we just devoured the breakfast cake the next morning and it was delicious. I can only imagine how great the in dining experience is if the at-home version was this good. Oh, also, the portions were so generous we'll be enjoying dinner round two tonight!  Gary Danko may not be among the trendy, innovative restaurant scene, but it's really well prepared food that's thoroughly enjoyable. Two enthusiastic thumbs up."
603,French,San Francisco,"I'm gonna have to thank blogger/ Instagram influencer, Catherine Le for this one. Her videos made this place look so good! I was able to make a reservations on Open Table a month prior, but earliest available was on a Sunday night at 9PM. Done. I took it. You do need to reserve with a credit card, but won't get charged unless you do a ""No-Show."" Â You can avoid the charges by canceling ahead of time or just go, trust me, you'll want to go!! We've gone to other fine dining restaurants before, but my husband and I agree, hands down this was the best. Great service, great food, great ambiance. Â Like you'll read in other reviews, this is worth every penny! The price may scare some, but the portions are good (they're not huge, nor are they one bite) and the flavor is on point!  Service was perfect. Â From the moment we walked in, the hostess was friendly. Â We were seated right away and our table was situated like a sweetheart style, where you seat next to each other - how sweet and romantic! Â We were immediately greeted by our server and his team. Â Throughout the entire dinner we felt comfortable, welcomed, informed of every dish, and we had an enjoyable time conversing with our server about Hawaii. Â We never felt rushed even dining a 5 course meal that started after 9pm. Â I guess they're pretty used to late reservations and dining in San Francisco. Â  Along with our service, the food was amazing! Â Every dish was cooked perfectly and taste was undeniably wonderful. Â I can't even tell you if I had a favorite dish, because I loved all of them. Â  By the 3rd course my tummy was losing tummy capacity. By the end of the meal my husband and I were both full and felt like we needed to roll out. Â Like I said, portions were good. Â  The finishing touch left another lasting impression on us. Â The pumpkin cake that is wrapped up and given to you after dinner was a great parting gift. I believe the type of cake is changed, so you may not be getting the same flavor every time. Â The following day when I ate mine, I was reminded of the awesome evening we had at Gary Danko. Â Such a smart move on their part! I'm super thankful that we were able to have this experience on our first trip to San Francisco. Â If we ever return to this city of amazing eateries, this will be on the top of our list again! Â  Happy Eating, Chass B!"
604,French,San Francisco,"My husband and I have come here for years and nothing has changed, from the excellent food to the impeccable service.  On a late Monday morning there was a long wait for brunch but we didn't mind. Once we were seated we became delighted by the ambiance, thanks to the friendly staff and eclectic crowd.  Despite the busyness our waiter took the time to explain the Monday crowd, as well as fix our rocking table. Â He also took our orders right away and brought our coffees soon after.  As for the food, my Eggs Benedict with bacon and avocado was awesome. Â My husband enjoyed his French toast. Â  On the double plus side our waiter was very attentive, coming by a few times to see how we were doing.  Actually, all of the waiters acted the same way with their customers. Â  To top it off, Zazie is a tip-free restaurant which is explained on the menu. Â But, due to the staff's amazing service, it's always hard for us not to be able to leave a good tip.  Despite some long waits, my husband and I will be coming to Zazie again and again. Â A perfect example of how great service should be, along with amazing food."
605,French,San Francisco,Phenomenal food. Great atmosphere. The waitress was very sweet and kind. The selection of entrÃ©es was good. Eggs Benedict were exceptional and steak and eggs were the best ever. French Toast were even flavorful! Didn't realize until we were already seated that the place to be been out at the balcony near the strip. We would have asked for that if we had known... Good atmosphere. Have fun!!!! Ben M.
606,French,San Francisco,"Great, cute brunch spot! Beware- the wait time for brunch on the weekends are insane. My party of 3 and I waited over an hour which is the norm since they don't accept reservations. I'm not sure how the weekdays are but if you come on a Sunday, you won't have to worry about moving your car as there are time limitations on non-Sundays.  I ordered the Avignon scramble which was very fresh and made me feel better going sans-meat. Not sure if this location is farm-to-table but it tastes like it! The portions are fairly large so beware when ordering. A plus for this location is that because their employees are paid well, they don't ask for any additional tip- unless if you'd like to tip your server extra. Way to be a frontier in paying those in the hospitality industry well!  The only downside is that because this place gets so packed that your server may not bring you the things you need- I had to ask a few times and some things I didn't get extras like another set of utensils. Also the bathrooms are super tiny and there is only 1-2 stalls so be prepared to wait or make a beeline to it if you don't see any line.  Unless you fly often and are used to airplane bathrooms, get nice and cozy here."
607,French,San Francisco,"Can I say how much I really love this place? The food is always solid, the staff are amazing, and the only negative is that this place is so good it attracts a fair number of bad customers. I came here on the Sunday of Daylights Savings Time. Picture hordes of hungry and time-confused people waiting in droves for a seat. The space is set up mostly for parties of 2, so if you're a group of 4 or more, it was likely going to be a wait. At 10:30AM, I put a name down and was 45th in line. I checked the list 5 minutes later and 6 more people had their names down after me. So popular. The food: Literally everything I've had here is delicious. You're looking at a delicious and well-made breakfast. Eggs Benedicts are outstanding. Crab anything is a good move. Don't sleep on the French Toast - there's some citrus flavors that I could eat forever. Coffee is plentiful. Also, mimosas. Also, some kind of green delicious tomatillo hot sauce that I could drink a gallon of. It's that good. The wait: Sign up on their tablet, in the front. It's always going to be a wait, just whether it's 20 minutes or 1.5 hours. It's been like this for at least a decade. There's Cole Hardware across the street, you could hit the gym half a block down, or go to Finnegan's Wake next door and grab a beer. Many options. I was quoted 1.5 hours, but about 1 hour later I get a text telling me to come back to an open table. Perfect. I got to sit right outside the main door, so got a LOT more opportunities to hear more clueless/jerk face customers. If you're just looking for food/vibe, you can stop reading here. The following is a recap of some things you DON'T want to do. Because you're a decent human being. But the following people were less decent humans. First clueless customer. Group of three, young-ish girls with a dog. Walks up to the host and checks in. As he's about to lead them inside, one girl says ""oh I have a dog,"" Host: oh. Next time can you let me know when you check in? Girl: How was I supposed to let you know? Host: Tell me when you check in. No problem, just wait a few more minutes and I'll get you an outside table. (note: fantastic customer service) Second clueless customer. Group of 2 girls, stands right next to my table. Like they could sneeze on my food. They just arrived and had signed up on the waitlist. Staff: Hi, can you please keep this area clear? Girl: Where are we supposed to stand? Staff: either up the street or down the street. We need to keep this area clear. Girl: We're waiting for a table. Staff: You can sign up on the tab... Girl: (interrupts) we already did that. How long will it take? Staff: You should have gotten a text message. We'll also text you when your table is ready. Girl: (huffs). (note: fantastic customer service. Also note...the waitlist is visible when you put a name down. She knew there were at least 40 tables ahead of her) Third jerk face customer: Group of 5, where 4 people were present. They clearly got a text saying their table was ready, but the staff also says the full party needs to be present. Guy: So how long will it be? Host: I'm sorry, just let me know when your 5th comes and we'll get you the next table. Guy: (says some belligerent crap and tries to intimidate the host). A server comes, backs up the host: Hello sir. I'm sorry, I'd love to get you seated as soon as possible. We just need your full party before we seat you. Guy: (makes some disgruntled noise and stomps back to his group. note: His group is literally squeezed between two tables trying to eat. Four people. Squeezed on a space fitting for 1. Blocking the side walk). *5 minutes later, guy returns to host* Guy: the 5th person is no longer coming. When can we be seated? Host: Give me 5 minutes. Can I see your vaccination cards? Guy: (rudely yells at his group) HEY GET OVER HERE. He needs your vaxx cards. (note: fantastic customer service) On the flip side, there were clearly a lot of people who were from the neighborhood and were very friendly. The host clearly has been there for a long time (he's been there as long as I've been eating here) and a lot of neighbors just walked by and said hi to him. Eventually he had to close the waitlist because it was past noon and they had 80 tables waiting. Staff are given full benefits and health coverage, so tipping is not necessary (and that's written on the menu). But given what I just wrote above, don't you want to tip a little extra?"
608,French,San Francisco,"I came here for brunch a while back and remember enjoy it a lot; most recently, I came back for dinner and also had a solid experience.  We ordered the mussels and a salad as appetizers, and I had the bourride zazie (seasonal fish, mussels, prawns, fennel, leeks, white wine, tomatoes, grilled baguette) as my entree. Everything was great - flavorful, quality renditions of classics.  Service was also attentive and knowledgable. Prices are not cheap BUT do reflect a livable wage for the employees and tip is not expected."
609,French,San Francisco,"Arrived at around 8am on Friday and no wait to get seated. Staff were friendly and coffee cup never empty.  Hubs ordered the Cannes omelette (bacon, tomatoes, and white cheddar) w/ English muffin. $3 extra for English muffin instead of toast seems a bit steep. Cheddar cheese flavor really came through in omelette. I ordered the un, deux, trois and substituted the buttermilk pancake with the miracle pancake (cornmeal pancake) for $2 extra. Can't go wrong, really, with over medium eggs and bacon. The cornmeal pancake was just ok - was hoping for the crispy cornmeal exterior and soft interior but it was soft throughout. If not for the description, I wouldn't have known it was cornmeal as the flavor was a tad lacking as well.  Food was nicely presented but no real wow factor to the food."
610,French,San Francisco,"This is a fantastic little brunch spot in the middle of Cole Valley. The servers are so nice and attentive, and are constantly making sure your mug is filled with coffee.  The food is fantastic. I ordered their special savory bread pudding (Eggs en la Marais) which came with an egg on top and a side of home fries. The bread pudding was cheesy and gooey from the egg. It was cooked perfectly inside a small little skillet which made the edges crispy. The home fries were perfectly crunchy on the outside and fluffy on the inside. There were little pieces of roasted garlic with the skin on scattered around which was a wonderful addition. My friend got the Croque Madame which was well cooked and crispy. Everything was reasonably priced and they don't expect tips as outlined on their menu. i'm excited to come again to try their different mimosas!"
611,French,San Francisco,"Dined in on Wednesday and truly enjoyed the Salade Betterave. The service was amazing.  Today I decided to order the same thing to go. When I got home I was disappointed, no red beets and a tiny portion of avocado (see pictures to compare). The quality of the food should stay consistent regardless Â if you dine in or takeout.  I feel like I was ripped off!"
612,French,San Francisco,"Constantly looking for the best eggs benedict which has been more of a challenge since it is difficult to find a gluten free version. Thankfully, Zazie has a gluten free english muffin to substitute!  The location is rather small and packed all hours of the day it seems. We arrived shortly after opening and still had a 30 minute wait. I would say the breakfast was worth the wait! If you are looking for a good eggs benedict gluten free or not I suggest Zazie!"
613,French,San Francisco,"Okay, it's safe to say Zazie blew my expectations away. This place is incredible, and some of the best food I've ever had. The portions are generous and they take care of their employees (no tipping, 401ks, PTO, healthcare, etc.) and the space is adorable. There is a waitlist and no reservations, but the line moves pretty fast. What I ordered: coffee cake, Italie scrambled eggs, gingerbread pancakes. Coffee Cake: this is the best coffee cake I have had in my life. Not only is it incredibly flavorful and moist, but the raspberry jam on it is divine. It's tart and perfectly complements the warm spices from the cake. I could feel my tastebuds singing at the first bite. Italie scrambled eggs: These eggs are special because they're not only cooked with soft cream cheese and basil, but also tomatoes that are perfectly roasted with confit garlic that pops right out of its skin. The incredibly garlic flavor was present throughout every bite. I asked for a baguette on the side (amazing, fresh, chewy) instead of toast and topped it with my eggs and I think I went to heaven for a moment.  Gingerbread pancakes: I love that these did not shy from the spice and are hearty while retaining moisture. They're topped with poached pears (I think they're poached in spices + brandy) that are so indulgent and luxurious. They're also topped with a meyer lemon curd that was just spectacular and a perfect complement to these dishes. It's really reasonable to share the food here, I recommend getting one savory and one sweet item and splitting it with a friend; come with an appetite because that's plenty of food. I want to try some of their drinks as well as the other varieties of eggs and pancakes.  Zazie has captured a special place in my heart and I can't wait to return!"
614,French,San Francisco,"Authentic, delicious French fare in generous portions for a fair price!  The outdoor ambiance feels intimate, despite being on the sidewalk.  I admire that there is no tipping here, as they are baked into the price of the dishes. Staff also gets benefits such as 401k, PTO, health, and more. After you eat here, you feel good supporting this establishment. Onto the food itself: The bourride zazie was so flavorful. The mussels were light and supple, and was nicely complemented by the white wine sauce. The grilled baguette was crunchy and toasty, and soaked up the sauce well. The fish was soft and tender, and flaked well off onto my fork. The tomatoes were ripe and had great acidity to cut through the richness of the rest of the dish. Overall, delicious French fare at a morally aligned restaurant. I would definitely recommend and return!"
615,French,San Francisco,"Incredible breakfast and brunch, but you have to wait in line for it. On my first visit I got the eggplant sandwich on their house made focaccia ""Veganized"" without cheese and a side salad. I have returned twice for the same sandwich. Definitely top 5 vegetarian sandwiches in the city and worth the wait. The last time I went was on a Thursday for lunch and the wait was really long. The man running front of house brought my group champagne with fresh grapefruit juice and profusely apologized. The service there is on bar with the food. I also highly recommend the coffee cake!"
616,French,San Francisco,"I'm ashamed that one of the first things I did after the state opened up was brunch. But for the record, it was my first time seeing my sister since a socially distant Thanksgiving. And she had just moved to Cole Valley so it was her recommendation. As many have stated, Zazie is one of the best brunch spots in the City. Located in the heart of Cole Valley, on the same block as an Italian and a Japanese restaurant, you'll be able to identify it from the parklet and huge wait of people. Waits can easily be 2 hours here! We lucked out that she lives a few blocks away so we chilled at her place until we were 4th in line. Now the brunch options does have the staples: benedicts, scrambles, griddle dishes, sandwiches, salads, and plenty of brunch drinks. Speaking of the latter, started with a Sunshine - mango mimosa, that was tasty. As I don't do eggs, I was limited to the Griddle Dishes section of the menu, but that isn't limited at all. And for someone that likes a variety, there was Sara Jane's Pancake Flight. This came with a buttermilk pancake, a gingerbread pancake, and slice of french toast. I also go to split with my sister a single miracle pancake, a special item that changes weekly. The Miracle Pancake was a sour cream pancake with raspberries. Between my sister and I, we killed it, and depending on what it is when you go, I highly recommend if it is similar. Fluffy, flavorful, went well with the lemon curd and raspberry sauce. For the flight, I would order it Buttermilk, French Toast, Gingerbread. The Buttermilk was great and I killed that, same with the French Toast. But at this point, my carb intake was at its max, and so the Gingerbread I maybe got halfway through. And even then, it was as an after thought to the rest. If I went back, I would stick with the Buttermilk and Miracle. And I do want to go back. Also a great reason to frequent here: no tipping, tips are factored into the price of the items already. On top of that the staff get legitimate benefits including health, 401k, PTO and more. Our server, who was a total delight, mentioned he had been there for 12 years. I can't blame him."
617,French,San Francisco,"Love this please! Charming decor, delicious food, super friendly and efficient staff. Even on a weekday this place is popping around breakfast and lunch time, so definitely check in on Yelp Waitlist before you arrive.  We tried two of their benedicts and they were both delish - was is their black coffee! Would happily return."
618,French,San Francisco,"I was here with my good friend, and we all had a pleasant experience. Â Service was good, from putting up the umbrella, to offering water, and giving menu advice.  Everything was delicious. I had the salmon Benedict and banana French toast. This is a no tip necessary restaurant. Since I enjoyed the food and the service, I gave them a tip. Thank for great experience! Â Will come back"
619,French,San Francisco,"Came here for the first time this morning and grabbed the last table available in the back patio. The patio is the perfect area to have brunch, they do a great job with the decor and spacing. We ordered the DivorcÃ©e Benedict, the Cannes scramble and the French toast with fruit. The food was all very good, but the French toast and Benedict were closer to lukewarm than hot. Also, my friend ordered ""scrambled eggs with bacon"" and the server interpreted it as the Cannes scramble because it has bacon in it. It was still good, but not what my friend anticipated being served and she never said ""Cannes"" when ordering. Prices are high, but include tip. Wish you could mix and match multiple Benedicts rather than ordering them individually. Will come back another time, hoping the delicious food will be hot!"
620,French,San Francisco,"Love this place so much! My husband and I came around 9-10am on a Monday and were seated immediately. The menu is a QR code on the table. We split the coffee cake and the Monaco (prosciutto and tomato) eggs Benedict with home fries. Both were AMAZING - I feel inspired to make my own riff of the coffee cake with the raspberry jam when I get back from vacation because it was such a delightful treat. The Monaco eggs Benedict (3 eggs) was a perfect split for me and my husband. I enjoyed the ambiance very much - the lively French music and homely touches of the decor made this place feel so cozy, I envy the neighbors who get access to this place every day."
621,French,San Francisco,"LOVE that tip is included in meal prices so there's no need to tip and they pay their employees a living wage.  The crab benedict really stood out to me. It was incredibly fresh, cooked perfectly tender and tasty. I really like that you can choose the size of your portions. Service was also incredible; they checked on our food for us without us even asking since we were waiting a while for the food to come out. So thoughtful! Just come for a good time and good food. I am definitely coming back for a date with myself."
